RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,LWAP,
7/23/2026,DIPC,7/23/2026 12:05:00 AM,CLUZ,6820.3287,
7/23/2026,DIPC,7/23/2026 12:05:00 AM,CMIN,6820.3287,
7/23/2026,DIPC,7/23/2026 12:05:00 AM,CVIS,6820.3287,
7/23/2026,DIPC,7/23/2026 12:05:00 AM,SYSTEM,6820.3287,
7/23/2026 12:05:00 AM,DIPC,7/23/2026 12:10:00 AM,CLUZ,6506.2035,
7/23/2026 12:05:00 AM,DIPC,7/23/2026 12:10:00 AM,CMIN,6506.2035,
7/23/2026 12:05:00 AM,DIPC,7/23/2026 12:10:00 AM,CVIS,6506.2035,
7/23/2026 12:05:00 AM,DIPC,7/23/2026 12:10:00 AM,SYSTEM,6506.2035,
7/23/2026 12:10:00 AM,DIPC,7/23/2026 12:15:00 AM,CLUZ,5679.3802,
7/23/2026 12:10:00 AM,DIPC,7/23/2026 12:15:00 AM,CMIN,5679.3802,
7/23/2026 12:10:00 AM,DIPC,7/23/2026 12:15:00 AM,CVIS,5679.3802,
7/23/2026 12:10:00 AM,DIPC,7/23/2026 12:15:00 AM,SYSTEM,5679.3802,
7/23/2026 12:15:00 AM,DIPC,7/23/2026 12:20:00 AM,CLUZ,4587.8729,
7/23/2026 12:15:00 AM,DIPC,7/23/2026 12:20:00 AM,CMIN,4587.8729,
7/23/2026 12:15:00 AM,DIPC,7/23/2026 12:20:00 AM,CVIS,4587.8729,
7/23/2026 12:15:00 AM,DIPC,7/23/2026 12:20:00 AM,SYSTEM,4587.8729,
7/23/2026 12:20:00 AM,DIPC,7/23/2026 12:25:00 AM,CLUZ,4597.8994,
7/23/2026 12:20:00 AM,DIPC,7/23/2026 12:25:00 AM,CMIN,4597.8994,
7/23/2026 12:20:00 AM,DIPC,7/23/2026 12:25:00 AM,CVIS,4597.8994,
7/23/2026 12:20:00 AM,DIPC,7/23/2026 12:25:00 AM,SYSTEM,4597.8994,
7/23/2026 12:25:00 AM,DIPC,7/23/2026 12:30:00 AM,CLUZ,4095.8863,
7/23/2026 12:25:00 AM,DIPC,7/23/2026 12:30:00 AM,CMIN,4095.8863,
7/23/2026 12:25:00 AM,DIPC,7/23/2026 12:30:00 AM,CVIS,4095.8863,
7/23/2026 12:25:00 AM,DIPC,7/23/2026 12:30:00 AM,SYSTEM,4095.8863,
7/23/2026 12:30:00 AM,DIPC,7/23/2026 12:35:00 AM,CLUZ,4223.0516,
7/23/2026 12:30:00 AM,DIPC,7/23/2026 12:35:00 AM,CMIN,4223.0516,
7/23/2026 12:30:00 AM,DIPC,7/23/2026 12:35:00 AM,CVIS,4223.0516,
7/23/2026 12:30:00 AM,DIPC,7/23/2026 12:35:00 AM,SYSTEM,4223.0516,
7/23/2026 12:35:00 AM,DIPC,7/23/2026 12:40:00 AM,CLUZ,4086.7869,
7/23/2026 12:35:00 AM,DIPC,7/23/2026 12:40:00 AM,CMIN,4086.7869,
7/23/2026 12:35:00 AM,DIPC,7/23/2026 12:40:00 AM,CVIS,4086.7869,
7/23/2026 12:35:00 AM,DIPC,7/23/2026 12:40:00 AM,SYSTEM,4086.7869,
7/23/2026 12:40:00 AM,DIPC,7/23/2026 12:45:00 AM,CLUZ,4086.7427,
7/23/2026 12:40:00 AM,DIPC,7/23/2026 12:45:00 AM,CMIN,4086.7427,
7/23/2026 12:40:00 AM,DIPC,7/23/2026 12:45:00 AM,CVIS,4086.7427,
7/23/2026 12:40:00 AM,DIPC,7/23/2026 12:45:00 AM,SYSTEM,4086.7427,
7/23/2026 12:45:00 AM,DIPC,7/23/2026 12:50:00 AM,CLUZ,4133.1216,
7/23/2026 12:45:00 AM,DIPC,7/23/2026 12:50:00 AM,CMIN,3646.6531,
7/23/2026 12:45:00 AM,DIPC,7/23/2026 12:50:00 AM,CVIS,4106.0779,
7/23/2026 12:45:00 AM,DIPC,7/23/2026 12:50:00 AM,SYSTEM,4068.0861,
7/23/2026 12:50:00 AM,DIPC,7/23/2026 12:55:00 AM,CLUZ,4228.5752,
7/23/2026 12:50:00 AM,DIPC,7/23/2026 12:55:00 AM,CMIN,3644.1227,
7/23/2026 12:50:00 AM,DIPC,7/23/2026 12:55:00 AM,CVIS,4206.9802,
7/23/2026 12:50:00 AM,DIPC,7/23/2026 12:55:00 AM,SYSTEM,4152.0927,
7/23/2026 12:55:00 AM,DIPC,7/23/2026 1:00:00 AM,CLUZ,4174.2183,
7/23/2026 12:55:00 AM,DIPC,7/23/2026 1:00:00 AM,CMIN,3577.5945,
7/23/2026 12:55:00 AM,DIPC,7/23/2026 1:00:00 AM,CVIS,4151.9717,
7/23/2026 12:55:00 AM,DIPC,7/23/2026 1:00:00 AM,SYSTEM,4096.1549,
7/23/2026 1:00:00 AM,DIPC,7/23/2026 1:05:00 AM,CLUZ,4185.3583,
7/23/2026 1:00:00 AM,DIPC,7/23/2026 1:05:00 AM,CMIN,4204.0473,
7/23/2026 1:00:00 AM,DIPC,7/23/2026 1:05:00 AM,CVIS,4160.6504,
7/23/2026 1:00:00 AM,DIPC,7/23/2026 1:05:00 AM,SYSTEM,4184.4826,
7/23/2026 1:05:00 AM,DIPC,7/23/2026 1:10:00 AM,CLUZ,4209.5114,
7/23/2026 1:05:00 AM,DIPC,7/23/2026 1:10:00 AM,CMIN,3970.1833,
7/23/2026 1:05:00 AM,DIPC,7/23/2026 1:10:00 AM,CVIS,4183.3390,
7/23/2026 1:05:00 AM,DIPC,7/23/2026 1:10:00 AM,SYSTEM,4175.8569,
7/23/2026 1:10:00 AM,DIPC,7/23/2026 1:15:00 AM,CLUZ,3627.1444,
7/23/2026 1:10:00 AM,DIPC,7/23/2026 1:15:00 AM,CMIN,3642.1610,
