RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,LWAP,
7/20/2026,DIPC,7/20/2026 12:05:00 AM,CLUZ,4586.4078,
7/20/2026,DIPC,7/20/2026 12:05:00 AM,CMIN,4699.6324,
7/20/2026,DIPC,7/20/2026 12:05:00 AM,CVIS,4550.5755,
7/20/2026,DIPC,7/20/2026 12:05:00 AM,SYSTEM,4596.7221,
7/20/2026 12:05:00 AM,DIPC,7/20/2026 12:10:00 AM,CLUZ,3619.4552,
7/20/2026 12:05:00 AM,DIPC,7/20/2026 12:10:00 AM,CMIN,3706.8803,
7/20/2026 12:05:00 AM,DIPC,7/20/2026 12:10:00 AM,CVIS,3590.0148,
7/20/2026 12:05:00 AM,DIPC,7/20/2026 12:10:00 AM,SYSTEM,3627.1470,
7/20/2026 12:10:00 AM,DIPC,7/20/2026 12:15:00 AM,CLUZ,2899.5223,
7/20/2026 12:10:00 AM,DIPC,7/20/2026 12:15:00 AM,CMIN,2974.5286,
7/20/2026 12:10:00 AM,DIPC,7/20/2026 12:15:00 AM,CVIS,2875.1191,
7/20/2026 12:10:00 AM,DIPC,7/20/2026 12:15:00 AM,SYSTEM,2906.2355,
7/20/2026 12:15:00 AM,DIPC,7/20/2026 12:20:00 AM,CLUZ,3325.1220,
7/20/2026 12:15:00 AM,DIPC,7/20/2026 12:20:00 AM,CMIN,3399.1064,
7/20/2026 12:15:00 AM,DIPC,7/20/2026 12:20:00 AM,CVIS,3296.7565,
7/20/2026 12:15:00 AM,DIPC,7/20/2026 12:20:00 AM,SYSTEM,3330.9687,
7/20/2026 12:20:00 AM,DIPC,7/20/2026 12:25:00 AM,CLUZ,3385.0623,
7/20/2026 12:20:00 AM,DIPC,7/20/2026 12:25:00 AM,CMIN,3477.2686,
7/20/2026 12:20:00 AM,DIPC,7/20/2026 12:25:00 AM,CVIS,3355.1560,
7/20/2026 12:20:00 AM,DIPC,7/20/2026 12:25:00 AM,SYSTEM,3393.1670,
7/20/2026 12:25:00 AM,DIPC,7/20/2026 12:30:00 AM,CLUZ,3694.9992,
7/20/2026 12:25:00 AM,DIPC,7/20/2026 12:30:00 AM,CMIN,3804.8129,
7/20/2026 12:25:00 AM,DIPC,7/20/2026 12:30:00 AM,CVIS,3664.0086,
7/20/2026 12:25:00 AM,DIPC,7/20/2026 12:30:00 AM,SYSTEM,3705.3081,
7/20/2026 12:30:00 AM,DIPC,7/20/2026 12:35:00 AM,CLUZ,4132.3481,
7/20/2026 12:30:00 AM,DIPC,7/20/2026 12:35:00 AM,CMIN,4274.9675,
7/20/2026 12:30:00 AM,DIPC,7/20/2026 12:35:00 AM,CVIS,4099.0183,
7/20/2026 12:30:00 AM,DIPC,7/20/2026 12:35:00 AM,SYSTEM,4146.8685,
7/20/2026 12:35:00 AM,DIPC,7/20/2026 12:40:00 AM,CLUZ,4130.6010,
7/20/2026 12:35:00 AM,DIPC,7/20/2026 12:40:00 AM,CMIN,4271.5574,
7/20/2026 12:35:00 AM,DIPC,7/20/2026 12:40:00 AM,CVIS,4098.3161,
7/20/2026 12:35:00 AM,DIPC,7/20/2026 12:40:00 AM,SYSTEM,4145.0105,
7/20/2026 12:40:00 AM,DIPC,7/20/2026 12:45:00 AM,CLUZ,3606.3204,
7/20/2026 12:40:00 AM,DIPC,7/20/2026 12:45:00 AM,CMIN,3728.9435,
7/20/2026 12:40:00 AM,DIPC,7/20/2026 12:45:00 AM,CVIS,3578.2388,
7/20/2026 12:40:00 AM,DIPC,7/20/2026 12:45:00 AM,SYSTEM,3618.9025,
7/20/2026 12:45:00 AM,DIPC,7/20/2026 12:50:00 AM,CLUZ,3715.3826,
7/20/2026 12:45:00 AM,DIPC,7/20/2026 12:50:00 AM,CMIN,3837.1214,
7/20/2026 12:45:00 AM,DIPC,7/20/2026 12:50:00 AM,CVIS,3689.4250,
7/20/2026 12:45:00 AM,DIPC,7/20/2026 12:50:00 AM,SYSTEM,3728.1348,
7/20/2026 12:50:00 AM,DIPC,7/20/2026 12:55:00 AM,CLUZ,3685.2042,
7/20/2026 12:50:00 AM,DIPC,7/20/2026 12:55:00 AM,CMIN,3802.2534,
7/20/2026 12:50:00 AM,DIPC,7/20/2026 12:55:00 AM,CVIS,3660.7028,
7/20/2026 12:50:00 AM,DIPC,7/20/2026 12:55:00 AM,SYSTEM,3697.5203,
7/20/2026 12:55:00 AM,DIPC,7/20/2026 1:00:00 AM,CLUZ,2900.8681,
7/20/2026 12:55:00 AM,DIPC,7/20/2026 1:00:00 AM,CMIN,3000.1358,
7/20/2026 12:55:00 AM,DIPC,7/20/2026 1:00:00 AM,CVIS,2880.0716,
7/20/2026 12:55:00 AM,DIPC,7/20/2026 1:00:00 AM,SYSTEM,2911.3419,
7/20/2026 1:00:00 AM,DIPC,7/20/2026 1:05:00 AM,CLUZ,6399.0236,
7/20/2026 1:00:00 AM,DIPC,7/20/2026 1:05:00 AM,CMIN,6628.7738,
7/20/2026 1:00:00 AM,DIPC,7/20/2026 1:05:00 AM,CVIS,6357.0148,
7/20/2026 1:00:00 AM,DIPC,7/20/2026 1:05:00 AM,SYSTEM,6424.2374,
7/20/2026 1:05:00 AM,DIPC,7/20/2026 1:10:00 AM,CLUZ,4643.3996,
7/20/2026 1:05:00 AM,DIPC,7/20/2026 1:10:00 AM,CMIN,4795.3393,
7/20/2026 1:05:00 AM,DIPC,7/20/2026 1:10:00 AM,CVIS,4609.9379,
7/20/2026 1:05:00 AM,DIPC,7/20/2026 1:10:00 AM,SYSTEM,4659.2908,
7/20/2026 1:10:00 AM,DIPC,7/20/2026 1:15:00 AM,CLUZ,4530.5323,
7/20/2026 1:10:00 AM,DIPC,7/20/2026 1:15:00 AM,CMIN,4655.2278,
7/20/2026 1:10:00 AM,DIPC,7/20/2026 1:15:00 AM,CVIS,4499.1509,
7/20/2026 1:10:00 AM,DIPC,7/20/2026 1:15:00 AM,SYSTEM,4543.0041,
7/20/2026 1:15:00 AM,DIPC,7/20/2026 1:20:00 AM,CLUZ,4295.6395,
7/20/2026 1:15:00 AM,DIPC,7/20/2026 1:20:00 AM,CMIN,4414.9730,
7/20/2026 1:15:00 AM,DIPC,7/20/2026 1:20:00 AM,CVIS,4271.7820,
7/20/2026 1:15:00 AM,DIPC,7/20/2026 1:20:00 AM,SYSTEM,4308.3816,
7/20/2026 1:20:00 AM,DIPC,7/20/2026 1:25:00 AM,CLUZ,4168.7398,
7/20/2026 1:20:00 AM,DIPC,7/20/2026 1:25:00 AM,CMIN,4255.9178,
7/20/2026 1:20:00 AM,DIPC,7/20/2026 1:25:00 AM,CVIS,4147.5256,
7/20/2026 1:20:00 AM,DIPC,7/20/2026 1:25:00 AM,SYSTEM,4177.4782,
7/20/2026 1:25:00 AM,DIPC,7/20/2026 1:30:00 AM,CLUZ,3734.2442,
7/20/2026 1:25:00 AM,DIPC,7/20/2026 1:30:00 AM,CMIN,3814.3079,
7/20/2026 1:25:00 AM,DIPC,7/20/2026 1:30:00 AM,CVIS,3716.2453,
7/20/2026 1:25:00 AM,DIPC,7/20/2026 1:30:00 AM,SYSTEM,3742.4957,
7/20/2026 1:30:00 AM,DIPC,7/20/2026 1:35:00 AM,CLUZ,4132.1911,
7/20/2026 1:30:00 AM,DIPC,7/20/2026 1:35:00 AM,CMIN,4221.8109,
7/20/2026 1:30:00 AM,DIPC,7/20/2026 1:35:00 AM,CVIS,4111.9112,
7/20/2026 1:30:00 AM,DIPC,7/20/2026 1:35:00 AM,SYSTEM,4141.4239,
7/20/2026 1:35:00 AM,DIPC,7/20/2026 1:40:00 AM,CLUZ,4129.2263,
7/20/2026 1:35:00 AM,DIPC,7/20/2026 1:40:00 AM,CMIN,4221.6448,
