RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,LWAP,
7/16/2026,DIPC,7/16/2026 12:05:00 AM,CLUZ,6573.9413,
7/16/2026,DIPC,7/16/2026 12:05:00 AM,CMIN,6573.9413,
7/16/2026,DIPC,7/16/2026 12:05:00 AM,CVIS,6573.9413,
7/16/2026,DIPC,7/16/2026 12:05:00 AM,SYSTEM,6573.9413,
7/16/2026 12:05:00 AM,DIPC,7/16/2026 12:10:00 AM,CLUZ,5095.9614,
7/16/2026 12:05:00 AM,DIPC,7/16/2026 12:10:00 AM,CMIN,5095.9614,
7/16/2026 12:05:00 AM,DIPC,7/16/2026 12:10:00 AM,CVIS,5095.9614,
7/16/2026 12:05:00 AM,DIPC,7/16/2026 12:10:00 AM,SYSTEM,5095.9614,
7/16/2026 12:10:00 AM,DIPC,7/16/2026 12:15:00 AM,CLUZ,4596.4073,
7/16/2026 12:10:00 AM,DIPC,7/16/2026 12:15:00 AM,CMIN,4596.4073,
7/16/2026 12:10:00 AM,DIPC,7/16/2026 12:15:00 AM,CVIS,4596.4073,
7/16/2026 12:10:00 AM,DIPC,7/16/2026 12:15:00 AM,SYSTEM,4596.4073,
7/16/2026 12:15:00 AM,DIPC,7/16/2026 12:20:00 AM,CLUZ,5095.6672,
7/16/2026 12:15:00 AM,DIPC,7/16/2026 12:20:00 AM,CMIN,5095.6672,
7/16/2026 12:15:00 AM,DIPC,7/16/2026 12:20:00 AM,CVIS,5095.6672,
7/16/2026 12:15:00 AM,DIPC,7/16/2026 12:20:00 AM,SYSTEM,5095.6672,
7/16/2026 12:20:00 AM,DIPC,7/16/2026 12:25:00 AM,CLUZ,4595.4551,
7/16/2026 12:20:00 AM,DIPC,7/16/2026 12:25:00 AM,CMIN,4595.4551,
7/16/2026 12:20:00 AM,DIPC,7/16/2026 12:25:00 AM,CVIS,4595.4551,
7/16/2026 12:20:00 AM,DIPC,7/16/2026 12:25:00 AM,SYSTEM,4595.4551,
7/16/2026 12:25:00 AM,DIPC,7/16/2026 12:30:00 AM,CLUZ,4534.4384,
7/16/2026 12:25:00 AM,DIPC,7/16/2026 12:30:00 AM,CMIN,4534.4384,
7/16/2026 12:25:00 AM,DIPC,7/16/2026 12:30:00 AM,CVIS,4534.4384,
7/16/2026 12:25:00 AM,DIPC,7/16/2026 12:30:00 AM,SYSTEM,4534.4384,
7/16/2026 12:30:00 AM,DIPC,7/16/2026 12:35:00 AM,CLUZ,4594.8046,
7/16/2026 12:30:00 AM,DIPC,7/16/2026 12:35:00 AM,CMIN,4594.8046,
7/16/2026 12:30:00 AM,DIPC,7/16/2026 12:35:00 AM,CVIS,4594.8046,
7/16/2026 12:30:00 AM,DIPC,7/16/2026 12:35:00 AM,SYSTEM,4594.8046,
7/16/2026 12:35:00 AM,DIPC,7/16/2026 12:40:00 AM,CLUZ,6403.3412,
