RUN_TIME,MKT_TYPE,TIME_INTERVAL,HVDC_NAME,CONGESTION_FLAG,FLOW_FROM,FLOW_TO,OVERLOAD_MW,
5/15/2026,RTD,5/15/2026 12:05:00 AM,MINVIS1,Y,450,-450,,
5/15/2026,RTD,5/15/2026 12:05:00 AM,VISLUZ1,Y,22,-22,,
5/15/2026 12:05:00 AM,RTD,5/15/2026 12:10:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:05:00 AM,RTD,5/15/2026 12:10:00 AM,VISLUZ1,Y,22,-22,,
5/15/2026 12:10:00 AM,RTD,5/15/2026 12:15:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:10:00 AM,RTD,5/15/2026 12:15:00 AM,VISLUZ1,Y,22,-22,,
5/15/2026 12:15:00 AM,RTD,5/15/2026 12:20:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:15:00 AM,RTD,5/15/2026 12:20:00 AM,VISLUZ1,Y,22,-22,,
5/15/2026 12:20:00 AM,RTD,5/15/2026 12:25:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:20:00 AM,RTD,5/15/2026 12:25:00 AM,VISLUZ1,Y,22,-22,,
5/15/2026 12:25:00 AM,RTD,5/15/2026 12:30:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:25:00 AM,RTD,5/15/2026 12:30:00 AM,VISLUZ1,Y,22,-22,,
5/15/2026 12:30:00 AM,RTD,5/15/2026 12:35:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:30:00 AM,RTD,5/15/2026 12:35:00 AM,VISLUZ1,Y,100,-100,,
5/15/2026 12:35:00 AM,RTD,5/15/2026 12:40:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:35:00 AM,RTD,5/15/2026 12:40:00 AM,VISLUZ1,N,130.67,-130.67,,
5/15/2026 12:40:00 AM,RTD,5/15/2026 12:45:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:40:00 AM,RTD,5/15/2026 12:45:00 AM,VISLUZ1,N,138.04,-138.04,,
5/15/2026 12:45:00 AM,RTD,5/15/2026 12:50:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:45:00 AM,RTD,5/15/2026 12:50:00 AM,VISLUZ1,N,138.43,-138.43,,
5/15/2026 12:50:00 AM,RTD,5/15/2026 12:55:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:50:00 AM,RTD,5/15/2026 12:55:00 AM,VISLUZ1,N,144.58,-144.58,,
5/15/2026 12:55:00 AM,RTD,5/15/2026 1:00:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 12:55:00 AM,RTD,5/15/2026 1:00:00 AM,VISLUZ1,N,137.17,-137.17,,
5/15/2026 1:00:00 AM,RTD,5/15/2026 1:05:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:00:00 AM,RTD,5/15/2026 1:05:00 AM,VISLUZ1,N,141.65,-141.65,,
5/15/2026 1:05:00 AM,RTD,5/15/2026 1:10:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:05:00 AM,RTD,5/15/2026 1:10:00 AM,VISLUZ1,N,100.34,-100.34,,
5/15/2026 1:10:00 AM,RTD,5/15/2026 1:15:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:10:00 AM,RTD,5/15/2026 1:15:00 AM,VISLUZ1,N,77.88,-77.88,,
5/15/2026 1:15:00 AM,RTD,5/15/2026 1:20:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:15:00 AM,RTD,5/15/2026 1:20:00 AM,VISLUZ1,N,58.90,-58.90,,
5/15/2026 1:20:00 AM,RTD,5/15/2026 1:25:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:20:00 AM,RTD,5/15/2026 1:25:00 AM,VISLUZ1,N,45.20,-45.20,,
5/15/2026 1:25:00 AM,RTD,5/15/2026 1:30:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:25:00 AM,RTD,5/15/2026 1:30:00 AM,VISLUZ1,N,55.10,-55.10,,
5/15/2026 1:30:00 AM,RTD,5/15/2026 1:35:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:30:00 AM,RTD,5/15/2026 1:35:00 AM,VISLUZ1,N,29.88,-29.88,,
5/15/2026 1:35:00 AM,RTD,5/15/2026 1:40:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:35:00 AM,RTD,5/15/2026 1:40:00 AM,VISLUZ1,N,8.65,-8.65,,
5/15/2026 1:40:00 AM,RTD,5/15/2026 1:45:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:40:00 AM,RTD,5/15/2026 1:45:00 AM,VISLUZ1,N,16.64,-16.64,,
5/15/2026 1:45:00 AM,RTD,5/15/2026 1:50:00 AM,MINVIS1,N,448.77,-448.77,,
5/15/2026 1:45:00 AM,RTD,5/15/2026 1:50:00 AM,VISLUZ1,N,30.99,-30.99,,
5/15/2026 1:50:00 AM,RTD,5/15/2026 1:55:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:50:00 AM,RTD,5/15/2026 1:55:00 AM,VISLUZ1,N,32.89,-32.89,,
5/15/2026 1:55:00 AM,RTD,5/15/2026 2:00:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 1:55:00 AM,RTD,5/15/2026 2:00:00 AM,VISLUZ1,N,43.55,-43.55,,
5/15/2026 2:00:00 AM,RTD,5/15/2026 2:05:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:00:00 AM,RTD,5/15/2026 2:05:00 AM,VISLUZ1,N,59.68,-59.68,,
5/15/2026 2:05:00 AM,RTD,5/15/2026 2:10:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:05:00 AM,RTD,5/15/2026 2:10:00 AM,VISLUZ1,N,69.87,-69.87,,
5/15/2026 2:10:00 AM,RTD,5/15/2026 2:15:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:10:00 AM,RTD,5/15/2026 2:15:00 AM,VISLUZ1,N,63.90,-63.90,,
5/15/2026 2:15:00 AM,RTD,5/15/2026 2:20:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:15:00 AM,RTD,5/15/2026 2:20:00 AM,VISLUZ1,N,62.92,-62.92,,
5/15/2026 2:20:00 AM,RTD,5/15/2026 2:25:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:20:00 AM,RTD,5/15/2026 2:25:00 AM,VISLUZ1,N,65.47,-65.47,,
5/15/2026 2:25:00 AM,RTD,5/15/2026 2:30:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:25:00 AM,RTD,5/15/2026 2:30:00 AM,VISLUZ1,N,48.69,-48.69,,
5/15/2026 2:30:00 AM,RTD,5/15/2026 2:35:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:30:00 AM,RTD,5/15/2026 2:35:00 AM,VISLUZ1,N,43.28,-43.28,,
5/15/2026 2:35:00 AM,RTD,5/15/2026 2:40:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:35:00 AM,RTD,5/15/2026 2:40:00 AM,VISLUZ1,N,78.62,-78.62,,
5/15/2026 2:40:00 AM,RTD,5/15/2026 2:45:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:40:00 AM,RTD,5/15/2026 2:45:00 AM,VISLUZ1,N,73.34,-73.34,,
5/15/2026 2:45:00 AM,RTD,5/15/2026 2:50:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:45:00 AM,RTD,5/15/2026 2:50:00 AM,VISLUZ1,N,90.79,-90.79,,
5/15/2026 2:50:00 AM,RTD,5/15/2026 2:55:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:50:00 AM,RTD,5/15/2026 2:55:00 AM,VISLUZ1,N,84.25,-84.25,,
5/15/2026 2:55:00 AM,RTD,5/15/2026 3:00:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 2:55:00 AM,RTD,5/15/2026 3:00:00 AM,VISLUZ1,N,85.55,-85.55,,
5/15/2026 3:00:00 AM,RTD,5/15/2026 3:05:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:00:00 AM,RTD,5/15/2026 3:05:00 AM,VISLUZ1,N,85.27,-85.27,,
5/15/2026 3:05:00 AM,RTD,5/15/2026 3:10:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:05:00 AM,RTD,5/15/2026 3:10:00 AM,VISLUZ1,N,92.57,-92.57,,
5/15/2026 3:10:00 AM,RTD,5/15/2026 3:15:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:10:00 AM,RTD,5/15/2026 3:15:00 AM,VISLUZ1,N,90.91,-90.91,,
5/15/2026 3:15:00 AM,RTD,5/15/2026 3:20:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:15:00 AM,RTD,5/15/2026 3:20:00 AM,VISLUZ1,N,98.53,-98.53,,
5/15/2026 3:20:00 AM,RTD,5/15/2026 3:25:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:20:00 AM,RTD,5/15/2026 3:25:00 AM,VISLUZ1,N,88.31,-88.31,,
5/15/2026 3:25:00 AM,RTD,5/15/2026 3:30:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:25:00 AM,RTD,5/15/2026 3:30:00 AM,VISLUZ1,N,89.47,-89.47,,
5/15/2026 3:30:00 AM,RTD,5/15/2026 3:35:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:30:00 AM,RTD,5/15/2026 3:35:00 AM,VISLUZ1,N,93.79,-93.79,,
5/15/2026 3:35:00 AM,RTD,5/15/2026 3:40:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:35:00 AM,RTD,5/15/2026 3:40:00 AM,VISLUZ1,N,153.56,-153.56,,
5/15/2026 3:40:00 AM,RTD,5/15/2026 3:45:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:40:00 AM,RTD,5/15/2026 3:45:00 AM,VISLUZ1,N,120.20,-120.20,,
5/15/2026 3:45:00 AM,RTD,5/15/2026 3:50:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:45:00 AM,RTD,5/15/2026 3:50:00 AM,VISLUZ1,N,120.98,-120.98,,
5/15/2026 3:50:00 AM,RTD,5/15/2026 3:55:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:50:00 AM,RTD,5/15/2026 3:55:00 AM,VISLUZ1,N,124.31,-124.31,,
5/15/2026 3:55:00 AM,RTD,5/15/2026 4:00:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 3:55:00 AM,RTD,5/15/2026 4:00:00 AM,VISLUZ1,N,126.40,-126.40,,
5/15/2026 4:00:00 AM,RTD,5/15/2026 4:05:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:00:00 AM,RTD,5/15/2026 4:05:00 AM,VISLUZ1,N,132.19,-132.19,,
5/15/2026 4:05:00 AM,RTD,5/15/2026 4:10:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:05:00 AM,RTD,5/15/2026 4:10:00 AM,VISLUZ1,N,127.91,-127.91,,
5/15/2026 4:10:00 AM,RTD,5/15/2026 4:15:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:10:00 AM,RTD,5/15/2026 4:15:00 AM,VISLUZ1,N,128.36,-128.36,,
5/15/2026 4:15:00 AM,RTD,5/15/2026 4:20:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:15:00 AM,RTD,5/15/2026 4:20:00 AM,VISLUZ1,N,125.83,-125.83,,
5/15/2026 4:20:00 AM,RTD,5/15/2026 4:25:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:20:00 AM,RTD,5/15/2026 4:25:00 AM,VISLUZ1,N,128.46,-128.46,,
5/15/2026 4:25:00 AM,RTD,5/15/2026 4:30:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:25:00 AM,RTD,5/15/2026 4:30:00 AM,VISLUZ1,N,126.50,-126.50,,
5/15/2026 4:30:00 AM,RTD,5/15/2026 4:35:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:30:00 AM,RTD,5/15/2026 4:35:00 AM,VISLUZ1,N,137.28,-137.28,,
5/15/2026 4:35:00 AM,RTD,5/15/2026 4:40:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:35:00 AM,RTD,5/15/2026 4:40:00 AM,VISLUZ1,N,135.45,-135.45,,
5/15/2026 4:40:00 AM,RTD,5/15/2026 4:45:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:40:00 AM,RTD,5/15/2026 4:45:00 AM,VISLUZ1,N,136.91,-136.91,,
5/15/2026 4:45:00 AM,RTD,5/15/2026 4:50:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:45:00 AM,RTD,5/15/2026 4:50:00 AM,VISLUZ1,N,134.59,-134.59,,
5/15/2026 4:50:00 AM,RTD,5/15/2026 4:55:00 AM,MINVIS1,Y,450,-450,,
5/15/2026 4:50:00 AM,RTD,5/15/2026 4:55:00 AM,VISLUZ1,N,136.12,-136.12,,
5/15/2026 4:55:00 AM,RTD,5/15/2026 5:00:00 AM,MINVIS1,Y,450,-450,,
