RUN_TIME,MKT_TYPE,TIME_INTERVAL,HVDC_NAME,CONGESTION_FLAG,FLOW_FROM,FLOW_TO,OVERLOAD_MW,
7/23/2026,RTD,7/23/2026 12:05:00 AM,MINVIS1,Y,450,-450,,
7/23/2026,RTD,7/23/2026 12:05:00 AM,VISLUZ1,N,102.49,-102.49,,
7/23/2026 12:05:00 AM,RTD,7/23/2026 12:10:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:05:00 AM,RTD,7/23/2026 12:10:00 AM,VISLUZ1,N,125.40,-125.40,,
7/23/2026 12:10:00 AM,RTD,7/23/2026 12:15:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:10:00 AM,RTD,7/23/2026 12:15:00 AM,VISLUZ1,N,139.30,-139.30,,
7/23/2026 12:15:00 AM,RTD,7/23/2026 12:20:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:15:00 AM,RTD,7/23/2026 12:20:00 AM,VISLUZ1,N,153.72,-153.72,,
7/23/2026 12:20:00 AM,RTD,7/23/2026 12:25:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:20:00 AM,RTD,7/23/2026 12:25:00 AM,VISLUZ1,N,157.61,-157.61,,
7/23/2026 12:25:00 AM,RTD,7/23/2026 12:30:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:25:00 AM,RTD,7/23/2026 12:30:00 AM,VISLUZ1,N,124.27,-124.27,,
7/23/2026 12:30:00 AM,RTD,7/23/2026 12:35:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:30:00 AM,RTD,7/23/2026 12:35:00 AM,VISLUZ1,N,122.76,-122.76,,
7/23/2026 12:35:00 AM,RTD,7/23/2026 12:40:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:35:00 AM,RTD,7/23/2026 12:40:00 AM,VISLUZ1,N,106.26,-106.26,,
7/23/2026 12:40:00 AM,RTD,7/23/2026 12:45:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:40:00 AM,RTD,7/23/2026 12:45:00 AM,VISLUZ1,N,93.99,-93.99,,
7/23/2026 12:45:00 AM,RTD,7/23/2026 12:50:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:45:00 AM,RTD,7/23/2026 12:50:00 AM,VISLUZ1,N,83.11,-83.11,,
7/23/2026 12:50:00 AM,RTD,7/23/2026 12:55:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:50:00 AM,RTD,7/23/2026 12:55:00 AM,VISLUZ1,N,108.17,-108.17,,
7/23/2026 12:55:00 AM,RTD,7/23/2026 1:00:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 12:55:00 AM,RTD,7/23/2026 1:00:00 AM,VISLUZ1,N,94.70,-94.70,,
7/23/2026 1:00:00 AM,RTD,7/23/2026 1:05:00 AM,MINVIS1,N,449.38,-449.38,,
7/23/2026 1:00:00 AM,RTD,7/23/2026 1:05:00 AM,VISLUZ1,N,101.84,-101.84,,
7/23/2026 1:05:00 AM,RTD,7/23/2026 1:10:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 1:05:00 AM,RTD,7/23/2026 1:10:00 AM,VISLUZ1,N,90.69,-90.69,,
7/23/2026 1:10:00 AM,RTD,7/23/2026 1:15:00 AM,MINVIS1,N,440.55,-440.55,,
7/23/2026 1:10:00 AM,RTD,7/23/2026 1:15:00 AM,VISLUZ1,N,74.43,-74.43,,
7/23/2026 1:15:00 AM,RTD,7/23/2026 1:20:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 1:15:00 AM,RTD,7/23/2026 1:20:00 AM,VISLUZ1,N,73.20,-73.20,,
7/23/2026 1:20:00 AM,RTD,7/23/2026 1:25:00 AM,MINVIS1,Y,450,-450,,
7/23/2026 1:20:00 AM,RTD,7/23/2026 1:25:00 AM,VISLUZ1,N,77.46,-77.46,,
7/23/2026 1:25:00 AM,RTD,7/23/2026 1:30:00 AM,MINVIS1,Y,450,-450,,
