RUN_TIME,MKT_TYPE,TIME_INTERVAL,HVDC_NAME,CONGESTION_FLAG,FLOW_FROM,FLOW_TO,OVERLOAD_MW,
7/21/2026,RTD,7/21/2026 12:05:00 AM,MINVIS1,N,389.48,-389.48,,
7/21/2026,RTD,7/21/2026 12:05:00 AM,VISLUZ1,N,49.64,-49.64,,
7/21/2026 12:05:00 AM,RTD,7/21/2026 12:10:00 AM,MINVIS1,N,408.12,-408.12,,
7/21/2026 12:05:00 AM,RTD,7/21/2026 12:10:00 AM,VISLUZ1,N,34.03,-34.03,,
7/21/2026 12:10:00 AM,RTD,7/21/2026 12:15:00 AM,MINVIS1,N,421.27,-421.27,,
7/21/2026 12:10:00 AM,RTD,7/21/2026 12:15:00 AM,VISLUZ1,N,31.73,-31.73,,
7/21/2026 12:15:00 AM,RTD,7/21/2026 12:20:00 AM,MINVIS1,N,396.83,-396.83,,
7/21/2026 12:15:00 AM,RTD,7/21/2026 12:20:00 AM,VISLUZ1,N,-9.57,9.57,,
7/21/2026 12:20:00 AM,RTD,7/21/2026 12:25:00 AM,MINVIS1,N,382.73,-382.73,,
7/21/2026 12:20:00 AM,RTD,7/21/2026 12:25:00 AM,VISLUZ1,N,-25.43,25.43,,
7/21/2026 12:25:00 AM,RTD,7/21/2026 12:30:00 AM,MINVIS1,N,377.54,-377.54,,
7/21/2026 12:25:00 AM,RTD,7/21/2026 12:30:00 AM,VISLUZ1,N,-41.16,41.16,,
7/21/2026 12:30:00 AM,RTD,7/21/2026 12:35:00 AM,MINVIS1,N,363.68,-363.68,,
7/21/2026 12:30:00 AM,RTD,7/21/2026 12:35:00 AM,VISLUZ1,N,-69.93,69.93,,
7/21/2026 12:35:00 AM,RTD,7/21/2026 12:40:00 AM,MINVIS1,N,371.58,-371.58,,
7/21/2026 12:35:00 AM,RTD,7/21/2026 12:40:00 AM,VISLUZ1,N,-65.08,65.08,,
7/21/2026 12:40:00 AM,RTD,7/21/2026 12:45:00 AM,MINVIS1,N,365.32,-365.32,,
7/21/2026 12:40:00 AM,RTD,7/21/2026 12:45:00 AM,VISLUZ1,N,-54.60,54.60,,
7/21/2026 12:45:00 AM,RTD,7/21/2026 12:50:00 AM,MINVIS1,N,375.27,-375.27,,
7/21/2026 12:45:00 AM,RTD,7/21/2026 12:50:00 AM,VISLUZ1,N,-29.31,29.31,,
