RUN_TIME,MKT_TYPE,TIME_INTERVAL,HVDC_NAME,CONGESTION_FLAG,FLOW_FROM,FLOW_TO,OVERLOAD_MW,
6/13/2026,RTD,6/13/2026 12:05:00 AM,MINVIS1,Y,450,-450,,
6/13/2026,RTD,6/13/2026 12:05:00 AM,VISLUZ1,N,-110.30,110.30,,
6/13/2026 12:05:00 AM,RTD,6/13/2026 12:10:00 AM,MINVIS1,Y,450,-450,,
6/13/2026 12:05:00 AM,RTD,6/13/2026 12:10:00 AM,VISLUZ1,N,-115.54,115.54,,
6/13/2026 12:10:00 AM,RTD,6/13/2026 12:15:00 AM,MINVIS1,Y,450,-450,,
6/13/2026 12:10:00 AM,RTD,6/13/2026 12:15:00 AM,VISLUZ1,N,-103.61,103.61,,
6/13/2026 12:15:00 AM,RTD,6/13/2026 12:20:00 AM,MINVIS1,Y,450,-450,,
6/13/2026 12:15:00 AM,RTD,6/13/2026 12:20:00 AM,VISLUZ1,N,-90.47,90.47,,
6/13/2026 12:20:00 AM,RTD,6/13/2026 12:25:00 AM,MINVIS1,Y,450,-450,,
6/13/2026 12:20:00 AM,RTD,6/13/2026 12:25:00 AM,VISLUZ1,N,-83.37,83.37,,
6/13/2026 12:25:00 AM,RTD,6/13/2026 12:30:00 AM,MINVIS1,Y,450,-450,,
6/13/2026 12:25:00 AM,RTD,6/13/2026 12:30:00 AM,VISLUZ1,N,-98.29,98.29,,
6/13/2026 12:30:00 AM,RTD,6/13/2026 12:35:00 AM,MINVIS1,Y,450,-450,,
6/13/2026 12:30:00 AM,RTD,6/13/2026 12:35:00 AM,VISLUZ1,N,-88.40,88.40,,
6/13/2026 12:35:00 AM,RTD,6/13/2026 12:40:00 AM,MINVIS1,N,428.41,-428.41,,
6/13/2026 12:35:00 AM,RTD,6/13/2026 12:40:00 AM,VISLUZ1,N,-103.69,103.69,,
6/13/2026 12:40:00 AM,RTD,6/13/2026 12:45:00 AM,MINVIS1,N,435.79,-435.79,,
6/13/2026 12:40:00 AM,RTD,6/13/2026 12:45:00 AM,VISLUZ1,N,-82.60,82.60,,
6/13/2026 12:45:00 AM,RTD,6/13/2026 12:50:00 AM,MINVIS1,N,436.47,-436.47,,
6/13/2026 12:45:00 AM,RTD,6/13/2026 12:50:00 AM,VISLUZ1,N,-76.23,76.23,,
6/13/2026 12:50:00 AM,RTD,6/13/2026 12:55:00 AM,MINVIS1,Y,450,-450,,
6/13/2026 12:50:00 AM,RTD,6/13/2026 12:55:00 AM,VISLUZ1,N,-55.16,55.16,,
6/13/2026 12:55:00 AM,RTD,6/13/2026 1:00:00 AM,MINVIS1,N,424.24,-424.24,,
6/13/2026 12:55:00 AM,RTD,6/13/2026 1:00:00 AM,VISLUZ1,N,-104.73,104.73,,
6/13/2026 1:00:00 AM,RTD,6/13/2026 1:05:00 AM,MINVIS1,N,431.58,-431.58,,
6/13/2026 1:00:00 AM,RTD,6/13/2026 1:05:00 AM,VISLUZ1,N,-73.96,73.96,,
6/13/2026 1:05:00 AM,RTD,6/13/2026 1:10:00 AM,MINVIS1,N,416.11,-416.11,,
