RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,COMMODITY_TYPE,MKT_REQT,LOAD_BID,LOAD_CURTAILED,LOSSES,GENERATION,MKT_IMPORT,MKT_EXPORT,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CVIS,Dr,93,0,,0,93,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CMIN,Dr,115,0,,0,115,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CLUZ,Dr,624,0,,0,624,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CMIN,En,2051,0,0,42.22,2374.11,0,280.87,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CLUZ,En,8379.37,0,0,137.99,8667.40,0,150,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CVIS,En,2013.21,0,0,20.56,1602.90,430.87,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CMIN,Fr,119,0,,0,119,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CVIS,Fr,134,0,,0,134,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CLUZ,Fr,626,0,,0,626,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CMIN,Rd,40.50,0,,0,40.50,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CLUZ,Rd,184.50,0,,0,184.50,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CVIS,Rd,36.40,0,,0,36.40,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CVIS,Ru,36.40,0,,0,36.40,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CMIN,Ru,40.50,0,,0,40.50,0,0,
8/8/2026,RTD,8/8/2026 12:05:00 AM,CLUZ,Ru,184.50,0,,0,184.50,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CVIS,Dr,93,0,,0,93,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CMIN,Dr,115,0,,0,115,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CLUZ,Dr,624,0,,0,624,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CMIN,En,2046.79,0,0,42.51,2369.47,0,280.19,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CLUZ,En,8354.07,0,0,135.59,8639.63,0,150,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CVIS,En,2003.71,0,0,20.50,1594,430.19,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CMIN,Fr,119,0,,0,119,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CVIS,Fr,134,0,,0,134,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CLUZ,Fr,626,0,,0,626,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CMIN,Rd,40.50,0,,0,40.50,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CLUZ,Rd,184.50,0,,0,184.50,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CVIS,Rd,36.40,0,,0,36.40,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CVIS,Ru,36.40,0,,0,36.40,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CMIN,Ru,40.50,0,,0,40.50,0,0,
8/8/2026 12:05:00 AM,RTD,8/8/2026 12:10:00 AM,CLUZ,Ru,184.50,0,,0,184.50,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CLUZ,Dr,624,0,,0,624,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CMIN,Dr,115,0,,0,115,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CVIS,Dr,93,0,,0,93,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CLUZ,En,8316.69,0,0,134.04,8600.69,0,150,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CMIN,En,2040.30,0,0,42.71,2364.04,0,281.01,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CVIS,En,1999.35,0,0,20.57,1588.90,431.01,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CLUZ,Fr,626,0,,0,626,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CVIS,Fr,134,0,,0,134,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CMIN,Fr,119,0,,0,119,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CMIN,Rd,40.50,0,,0,40.50,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CLUZ,Rd,184.50,0,,0,184.50,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CVIS,Rd,36.40,0,,0,36.40,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CMIN,Ru,40.50,0,,0,40.50,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CLUZ,Ru,184.50,0,,0,184.50,0,0,
8/8/2026 12:10:00 AM,RTD,8/8/2026 12:15:00 AM,CVIS,Ru,36.40,0,,0,36.40,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CVIS,Dr,93,0,,0,93,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CMIN,Dr,115,0,,0,115,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CLUZ,Dr,624,0,,0,624,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CMIN,En,2028.10,0,0,41.33,2355.76,0,286.34,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CLUZ,En,8249.92,0,0,131.12,8530.81,0,150,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CVIS,En,1989.89,0,0,20.33,1573.90,436.34,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CMIN,Fr,119,0,,0,119,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CVIS,Fr,134,0,,0,134,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CLUZ,Fr,626,0,,0,626,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CMIN,Rd,40.50,0,,0,40.50,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CLUZ,Rd,184.50,0,,0,184.50,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CVIS,Rd,36.40,0,,0,36.40,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CVIS,Ru,36.40,0,,0,36.40,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CMIN,Ru,40.50,0,,0,40.50,0,0,
8/8/2026 12:15:00 AM,RTD,8/8/2026 12:20:00 AM,CLUZ,Ru,184.50,0,,0,184.50,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CVIS,Dr,93,0,,0,93,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CMIN,Dr,115,0,,0,115,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CLUZ,Dr,624,0,,0,624,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CMIN,En,2018.15,0,0,43.15,2334.79,0,273.49,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CLUZ,En,8196.42,0,0,129.55,8476.02,0,150,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CVIS,En,1961.64,0,0,20.13,1558.30,423.49,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CMIN,Fr,119,0,,0,119,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CVIS,Fr,134,0,,0,134,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CLUZ,Fr,626,0,,0,626,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CMIN,Rd,40.50,0,,0,40.50,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CLUZ,Rd,184.50,0,,0,184.50,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CVIS,Rd,36.40,0,,0,36.40,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CVIS,Ru,36.40,0,,0,36.40,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CMIN,Ru,40.50,0,,0,40.50,0,0,
8/8/2026 12:20:00 AM,RTD,8/8/2026 12:25:00 AM,CLUZ,Ru,184.50,0,,0,184.50,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CVIS,Dr,93,0,,0,93,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CLUZ,Dr,624,0,,0,624,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CMIN,Dr,115,0,,0,115,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CVIS,En,1963.29,0,0,20.05,1558.40,424.95,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CLUZ,En,8218.17,0,0,131.48,8499.63,0,150,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CMIN,En,2003.88,0,0,43.66,2322.46,0,274.95,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CLUZ,Fr,626,0,,0,626,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CVIS,Fr,134,0,,0,134,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CMIN,Fr,119,0,,0,119,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CMIN,Rd,40.50,0,,0,40.50,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CVIS,Rd,36.40,0,,0,36.40,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CLUZ,Rd,184.50,0,,0,184.50,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CMIN,Ru,40.50,0,,0,40.50,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CLUZ,Ru,184.50,0,,0,184.50,0,0,
8/8/2026 12:25:00 AM,RTD,8/8/2026 12:30:00 AM,CVIS,Ru,36.40,0,,0,36.40,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CVIS,Dr,93,0,,0,93,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CMIN,Dr,115,0,,0,115,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CLUZ,Dr,624,0,,0,624,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CMIN,En,2007.45,0,0,44.96,2311.58,0,259.16,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CLUZ,En,8179.85,0,0,130.56,8460.44,0,150,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CVIS,En,1947.60,0,0,20.08,1558.50,409.16,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CMIN,Fr,119,0,,0,119,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CVIS,Fr,134,0,,0,134,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CLUZ,Fr,626,0,,0,626,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CMIN,Rd,40.50,0,,0,40.50,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CLUZ,Rd,184.50,0,,0,184.50,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CVIS,Rd,36.40,0,,0,36.40,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CVIS,Ru,36.40,0,,0,36.40,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CMIN,Ru,40.50,0,,0,40.50,0,0,
8/8/2026 12:30:00 AM,RTD,8/8/2026 12:35:00 AM,CLUZ,Ru,184.50,0,,0,184.50,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CVIS,Dr,93,0,,0,93,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CMIN,Dr,115,0,,0,115,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CLUZ,Dr,624,0,,0,624,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CMIN,En,1992.72,0,0,46.50,2299.88,0,260.65,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CLUZ,En,8158.82,0,0,131.78,8440.72,0,150,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CVIS,En,1945.18,0,0,20.06,1554.60,410.65,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CMIN,Fr,119,0,,0,119,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CVIS,Fr,134,0,,0,134,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CLUZ,Fr,626,0,,0,626,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CMIN,Rd,40.50,0,,0,40.50,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CLUZ,Rd,184.50,0,,0,184.50,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CVIS,Rd,36.40,0,,0,36.40,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CVIS,Ru,36.40,0,,0,36.40,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CMIN,Ru,40.50,0,,0,40.50,0,0,
8/8/2026 12:35:00 AM,RTD,8/8/2026 12:40:00 AM,CLUZ,Ru,184.50,0,,0,184.50,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CVIS,Dr,93,0,,0,93,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CMIN,Dr,115,0,,0,115,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CLUZ,Dr,624,0,,0,624,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CMIN,En,1991.32,0,0,45.80,2293.71,0,256.59,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CLUZ,En,8129.46,0,0,132,8411.48,0,150,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CVIS,En,1936.74,0,0,19.86,1550,406.59,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CMIN,Fr,119,0,,0,119,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CVIS,Fr,134,0,,0,134,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CLUZ,Fr,626,0,,0,626,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CMIN,Rd,40.50,0,,0,40.50,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CLUZ,Rd,184.50,0,,0,184.50,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CVIS,Rd,36.40,0,,0,36.40,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CVIS,Ru,36.40,0,,0,36.40,0,0,
8/8/2026 12:40:00 AM,RTD,8/8/2026 12:45:00 AM,CMIN,Ru,40.50,0,,0,40.50,0,0,
