RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,COMMODITY_TYPE,MKT_REQT,LOAD_BID,LOAD_CURTAILED,LOSSES,GENERATION,MKT_IMPORT,MKT_EXPORT,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CVIS,Dr,93,0,,0,93,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CMIN,Dr,100,0,,0,100,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CLUZ,Dr,655,0,,0,655,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CMIN,En,1766.88,0,0,41.77,2258.66,0,450,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CLUZ,En,10200,0,0,201.55,10300.37,101.33,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CVIS,En,1835.20,0,0,14.67,1501.20,450,101.33,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CMIN,Fr,100,0,,0,100,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CVIS,Fr,134,0,,0,134,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CLUZ,Fr,655,0,,0,655,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CMIN,Rd,37.65,0,,0,37.65,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CLUZ,Rd,214.50,0,,0,214.50,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CVIS,Rd,38,0,,0,38,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CVIS,Ru,38,0,,0,38,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CMIN,Ru,37.65,0,,0,37.65,0,0,
7/22/2026,RTD,7/22/2026 12:05:00 AM,CLUZ,Ru,214.50,0,,0,214.50,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CMIN,Dr,100,0,,0,100,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CLUZ,Dr,655,0,,0,655,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CVIS,Dr,93,0,,0,93,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CVIS,En,1840.81,0,0,15.98,1457.70,450,50.90,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CMIN,En,1747.39,0,0,41.10,2238.46,0,450,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CLUZ,En,10152.57,0,0,199.63,10301.36,50.90,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CLUZ,Fr,655,0,,0,655,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CVIS,Fr,134,0,,0,134,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CMIN,Fr,100,0,,0,100,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CVIS,Rd,38,0,,0,38,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CMIN,Rd,37.65,0,,0,37.65,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CLUZ,Rd,214.50,0,,0,214.50,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CVIS,Ru,38,0,,0,38,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CMIN,Ru,37.65,0,,0,37.65,0,0,
7/22/2026 12:05:00 AM,RTD,7/22/2026 12:10:00 AM,CLUZ,Ru,214.50,0,,0,214.50,0,0,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CVIS,Dr,93,0,,0,93,0,0,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CMIN,Dr,100,0,,0,100,0,0,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CLUZ,Dr,655,0,,0,655,0,0,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CMIN,En,1744.89,0,0,41.30,2236.18,0,450,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CLUZ,En,10114.74,0,0,198.93,10277.49,36.05,0,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CVIS,En,1833.31,0,0,16.50,1435.84,450,36.05,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CMIN,Fr,100,0,,0,100,0,0,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CVIS,Fr,134,0,,0,134,0,0,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CLUZ,Fr,655,0,,0,655,0,0,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CMIN,Rd,37.65,0,,0,37.65,0,0,
7/22/2026 12:10:00 AM,RTD,7/22/2026 12:15:00 AM,CLUZ,Rd,214.50,0,,0,214.50,0,0,
