RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,GWAP,
7/24/2026 12:25:00 PM,DIPC,7/24/2026 12:30:00 PM,CMIN,0,
7/24/2026 12:25:00 PM,DIPC,7/24/2026 12:30:00 PM,CVIS,0,
7/24/2026 12:25:00 PM,DIPC,7/24/2026 12:30:00 PM,CLUZ,0,
7/24/2026 12:25:00 PM,DIPC,7/24/2026 12:30:00 PM,System,0,
7/24/2026 12:25:00 PM,DIPC,7/24/2026 12:30:00 PM,CLUZ_CVIS,0,
7/24/2026 6:30:00 AM,DIPC,7/24/2026 6:35:00 AM,CMIN,3218.8375,
7/24/2026 6:30:00 AM,DIPC,7/24/2026 6:35:00 AM,CVIS,3217.4201,
7/24/2026 6:30:00 AM,DIPC,7/24/2026 6:35:00 AM,CLUZ,3025.0534,
7/24/2026 6:30:00 AM,DIPC,7/24/2026 6:35:00 AM,System,3075.5462,
7/24/2026 6:30:00 AM,DIPC,7/24/2026 6:35:00 AM,CLUZ_CVIS,3049.5134,
7/24/2026 5:35:00 PM,DIPC,7/24/2026 5:40:00 PM,CMIN,27305.8641,
7/24/2026 5:35:00 PM,DIPC,7/24/2026 5:40:00 PM,CVIS,26682.0164,
7/24/2026 5:35:00 PM,DIPC,7/24/2026 5:40:00 PM,CLUZ,6833.6386,
7/24/2026 5:35:00 PM,DIPC,7/24/2026 5:40:00 PM,System,12455.6936,
7/24/2026 5:35:00 PM,DIPC,7/24/2026 5:40:00 PM,CLUZ_CVIS,9446.2124,
7/24/2026 4:50:00 AM,DIPC,7/24/2026 4:55:00 AM,CMIN,3847.1482,
7/24/2026 4:50:00 AM,DIPC,7/24/2026 4:55:00 AM,CVIS,4139.1889,
7/24/2026 4:50:00 AM,DIPC,7/24/2026 4:55:00 AM,CLUZ,3543.5342,
7/24/2026 4:50:00 AM,DIPC,7/24/2026 4:55:00 AM,System,3657.6178,
7/24/2026 4:50:00 AM,DIPC,7/24/2026 4:55:00 AM,CLUZ_CVIS,3620.5881,
7/24/2026 7:20:00 AM,DIPC,7/24/2026 7:25:00 AM,CMIN,3678.5555,
7/24/2026 7:20:00 AM,DIPC,7/24/2026 7:25:00 AM,CVIS,3618.9381,
7/24/2026 7:20:00 AM,DIPC,7/24/2026 7:25:00 AM,CLUZ,3544.2757,
7/24/2026 7:20:00 AM,DIPC,7/24/2026 7:25:00 AM,System,3572.2465,
7/24/2026 7:20:00 AM,DIPC,7/24/2026 7:25:00 AM,CLUZ_CVIS,3553.6407,
7/24/2026 10:25:00 PM,DIPC,7/24/2026 10:30:00 PM,CMIN,6529.90,
7/24/2026 10:25:00 PM,DIPC,7/24/2026 10:30:00 PM,CVIS,6529.90,
7/24/2026 10:25:00 PM,DIPC,7/24/2026 10:30:00 PM,CLUZ,6529.90,
7/24/2026 10:25:00 PM,DIPC,7/24/2026 10:30:00 PM,System,6529.90,
7/24/2026 10:25:00 PM,DIPC,7/24/2026 10:30:00 PM,CLUZ_CVIS,6529.90,
7/24/2026 5:40:00 AM,DIPC,7/24/2026 5:45:00 AM,CMIN,4240,
7/24/2026 5:40:00 AM,DIPC,7/24/2026 5:45:00 AM,CVIS,4240,
7/24/2026 5:40:00 AM,DIPC,7/24/2026 5:45:00 AM,CLUZ,4240,
7/24/2026 5:40:00 AM,DIPC,7/24/2026 5:45:00 AM,System,4240,
7/24/2026 5:40:00 AM,DIPC,7/24/2026 5:45:00 AM,CLUZ_CVIS,4240,
7/24/2026 4:15:00 AM,DIPC,7/24/2026 4:20:00 AM,CMIN,4017.9507,
7/24/2026 4:15:00 AM,DIPC,7/24/2026 4:20:00 AM,CVIS,4062.9031,
7/24/2026 4:15:00 AM,DIPC,7/24/2026 4:20:00 AM,CLUZ,3494.1720,
7/24/2026 4:15:00 AM,DIPC,7/24/2026 4:20:00 AM,System,3637.9458,
7/24/2026 4:15:00 AM,DIPC,7/24/2026 4:20:00 AM,CLUZ_CVIS,3565.7886,
7/24/2026 10:10:00 AM,DIPC,7/24/2026 10:15:00 AM,CMIN,4243.9392,
7/24/2026 10:10:00 AM,DIPC,7/24/2026 10:15:00 AM,CVIS,4210.8213,
7/24/2026 10:10:00 AM,DIPC,7/24/2026 10:15:00 AM,CLUZ,4116.2301,
7/24/2026 10:10:00 AM,DIPC,7/24/2026 10:15:00 AM,System,4147.5141,
7/24/2026 10:10:00 AM,DIPC,7/24/2026 10:15:00 AM,CLUZ_CVIS,4129.7855,
7/24/2026 2:55:00 AM,DIPC,7/24/2026 3:00:00 AM,CMIN,3824.2291,
7/24/2026 2:55:00 AM,DIPC,7/24/2026 3:00:00 AM,CVIS,3877.7805,
7/24/2026 2:55:00 AM,DIPC,7/24/2026 3:00:00 AM,CLUZ,3373.3042,
7/24/2026 2:55:00 AM,DIPC,7/24/2026 3:00:00 AM,System,3500.3640,
7/24/2026 2:55:00 AM,DIPC,7/24/2026 3:00:00 AM,CLUZ_CVIS,3440.1422,
7/24/2026 3:30:00 AM,DIPC,7/24/2026 3:35:00 AM,CLUZ,3367.9228,
7/24/2026 3:30:00 AM,DIPC,7/24/2026 3:35:00 AM,System,3424.4668,
7/24/2026 3:30:00 AM,DIPC,7/24/2026 3:35:00 AM,CLUZ_CVIS,3434.7644,
7/24/2026 4:10:00 AM,DIPC,7/24/2026 4:15:00 AM,CMIN,3507.1966,
7/24/2026 4:10:00 AM,DIPC,7/24/2026 4:15:00 AM,CVIS,4071.6942,
7/24/2026 4:10:00 AM,DIPC,7/24/2026 4:15:00 AM,CLUZ,3497.6385,
7/24/2026 4:10:00 AM,DIPC,7/24/2026 4:15:00 AM,System,3560.4147,
7/24/2026 4:10:00 AM,DIPC,7/24/2026 4:15:00 AM,CLUZ_CVIS,3570.4597,
7/24/2026 7:50:00 AM,DIPC,7/24/2026 7:55:00 AM,CMIN,4015.6495,
7/24/2026 7:50:00 AM,DIPC,7/24/2026 7:55:00 AM,CVIS,4006.4033,
7/24/2026 7:50:00 AM,DIPC,7/24/2026 7:55:00 AM,CLUZ,3900.3831,
7/24/2026 7:50:00 AM,DIPC,7/24/2026 7:55:00 AM,System,3929.2761,
7/24/2026 7:50:00 AM,DIPC,7/24/2026 7:55:00 AM,CLUZ_CVIS,3913.5078,
7/24/2026 9:30:00 AM,DIPC,7/24/2026 9:35:00 AM,CMIN,6414.5328,
7/24/2026 9:30:00 AM,DIPC,7/24/2026 9:35:00 AM,CVIS,6400.7235,
7/24/2026 9:30:00 AM,DIPC,7/24/2026 9:35:00 AM,CLUZ,6227.4640,
7/24/2026 9:30:00 AM,DIPC,7/24/2026 9:35:00 AM,System,6275.9709,
7/24/2026 9:30:00 AM,DIPC,7/24/2026 9:35:00 AM,CLUZ_CVIS,6251.2149,
7/24/2026 12:20:00 PM,DIPC,7/24/2026 12:25:00 PM,CMIN,0,
7/24/2026 12:20:00 PM,DIPC,7/24/2026 12:25:00 PM,CVIS,0,
7/24/2026 12:20:00 PM,DIPC,7/24/2026 12:25:00 PM,CLUZ,0,
7/24/2026 12:20:00 PM,DIPC,7/24/2026 12:25:00 PM,System,0,
