RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,GWAP,
8/24/2026 1:00:00 AM,DIPC,8/24/2026 1:05:00 AM,CMIN,5849.0821,
8/24/2026 1:00:00 AM,DIPC,8/24/2026 1:05:00 AM,CVIS,5939.9283,
8/24/2026 1:00:00 AM,DIPC,8/24/2026 1:05:00 AM,CLUZ,5856.0635,
8/24/2026 1:00:00 AM,DIPC,8/24/2026 1:05:00 AM,System,5863.9713,
8/24/2026 1:00:00 AM,DIPC,8/24/2026 1:05:00 AM,CLUZ_CVIS,5867.1323,
8/24/2026 2:10:00 AM,DIPC,8/24/2026 2:15:00 AM,CMIN,4175.4683,
8/24/2026 2:10:00 AM,DIPC,8/24/2026 2:15:00 AM,CVIS,4243.5792,
8/24/2026 2:10:00 AM,DIPC,8/24/2026 2:15:00 AM,CLUZ,3002.0196,
8/24/2026 2:10:00 AM,DIPC,8/24/2026 2:15:00 AM,System,3336.0502,
8/24/2026 2:10:00 AM,DIPC,8/24/2026 2:15:00 AM,CLUZ_CVIS,3159.0892,
8/24/2026 3:10:00 PM,DIPC,8/24/2026 3:15:00 PM,CMIN,32365.9743,
8/24/2026 3:10:00 PM,DIPC,8/24/2026 3:15:00 PM,CVIS,30118.7222,
8/24/2026 3:10:00 PM,DIPC,8/24/2026 3:15:00 PM,CLUZ,6831.9825,
8/24/2026 3:10:00 PM,DIPC,8/24/2026 3:15:00 PM,System,14322.5149,
8/24/2026 3:10:00 PM,DIPC,8/24/2026 3:15:00 PM,CLUZ_CVIS,10566.4788,
8/24/2026 3:05:00 PM,DIPC,8/24/2026 3:10:00 PM,CMIN,32373.6363,
8/24/2026 3:05:00 PM,DIPC,8/24/2026 3:10:00 PM,CVIS,27994.9235,
8/24/2026 3:05:00 PM,DIPC,8/24/2026 3:10:00 PM,CLUZ,6830.6075,
8/24/2026 3:05:00 PM,DIPC,8/24/2026 3:10:00 PM,System,14076.3101,
8/24/2026 3:05:00 PM,DIPC,8/24/2026 3:10:00 PM,CLUZ_CVIS,10252.1317,
8/24/2026 3:00:00 PM,DIPC,8/24/2026 3:05:00 PM,CMIN,32364.3327,
8/24/2026 3:00:00 PM,DIPC,8/24/2026 3:05:00 PM,CVIS,28018.2957,
8/24/2026 3:00:00 PM,DIPC,8/24/2026 3:05:00 PM,CLUZ,4753.5212,
8/24/2026 3:00:00 PM,DIPC,8/24/2026 3:05:00 PM,System,12611.9118,
8/24/2026 3:00:00 PM,DIPC,8/24/2026 3:05:00 PM,CLUZ_CVIS,8519.1456,
