RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,GWAP,
6/15/2026 3:20:00 AM,DIPC,6/15/2026 3:25:00 AM,CMIN,3851.1809,
6/15/2026 3:20:00 AM,DIPC,6/15/2026 3:25:00 AM,CVIS,3848.3014,
6/15/2026 3:20:00 AM,DIPC,6/15/2026 3:25:00 AM,CLUZ,3804.5479,
6/15/2026 3:20:00 AM,DIPC,6/15/2026 3:25:00 AM,System,3816.9289,
6/15/2026 3:20:00 AM,DIPC,6/15/2026 3:25:00 AM,CLUZ_CVIS,3809.7775,
6/15/2026 3:35:00 AM,DIPC,6/15/2026 3:40:00 AM,CMIN,3514.4312,
6/15/2026 3:35:00 AM,DIPC,6/15/2026 3:40:00 AM,CVIS,3487.1523,
6/15/2026 3:35:00 AM,DIPC,6/15/2026 3:40:00 AM,CLUZ,3460.0648,
6/15/2026 3:35:00 AM,DIPC,6/15/2026 3:40:00 AM,System,3472.0239,
6/15/2026 3:35:00 AM,DIPC,6/15/2026 3:40:00 AM,CLUZ_CVIS,3463.2584,
6/15/2026 5:45:00 AM,DIPC,6/15/2026 5:50:00 AM,CMIN,3343.0201,
6/15/2026 5:45:00 AM,DIPC,6/15/2026 5:50:00 AM,CVIS,3320.7355,
6/15/2026 5:45:00 AM,DIPC,6/15/2026 5:50:00 AM,CLUZ,3283.4764,
6/15/2026 5:45:00 AM,DIPC,6/15/2026 5:50:00 AM,System,3297.4188,
6/15/2026 5:45:00 AM,DIPC,6/15/2026 5:50:00 AM,CLUZ_CVIS,3288.1283,
6/15/2026 8:35:00 AM,DIPC,6/15/2026 8:40:00 AM,CMIN,5038.4762,
6/15/2026 8:35:00 AM,DIPC,6/15/2026 8:40:00 AM,CVIS,5020.4457,
6/15/2026 8:35:00 AM,DIPC,6/15/2026 8:40:00 AM,CLUZ,3292.3897,
6/15/2026 8:35:00 AM,DIPC,6/15/2026 8:40:00 AM,System,3775.7796,
6/15/2026 8:35:00 AM,DIPC,6/15/2026 8:40:00 AM,CLUZ_CVIS,3534.9786,
6/15/2026 11:35:00 AM,DIPC,6/15/2026 11:40:00 AM,CMIN,25098.3123,
6/15/2026 11:35:00 AM,DIPC,6/15/2026 11:40:00 AM,CVIS,24154.8924,
6/15/2026 11:35:00 AM,DIPC,6/15/2026 11:40:00 AM,CLUZ,8076.1254,
6/15/2026 11:35:00 AM,DIPC,6/15/2026 11:40:00 AM,System,12786.8928,
6/15/2026 11:35:00 AM,DIPC,6/15/2026 11:40:00 AM,CLUZ_CVIS,10437.4248,
6/15/2026 2:25:00 PM,DIPC,6/15/2026 2:30:00 PM,CMIN,32656.8424,
6/15/2026 2:25:00 PM,DIPC,6/15/2026 2:30:00 PM,CVIS,31506.6367,
6/15/2026 2:25:00 PM,DIPC,6/15/2026 2:30:00 PM,CLUZ,8997.0988,
6/15/2026 2:25:00 PM,DIPC,6/15/2026 2:30:00 PM,System,15752.8368,
6/15/2026 2:25:00 PM,DIPC,6/15/2026 2:30:00 PM,CLUZ_CVIS,12160.5069,
6/15/2026 2:20:00 PM,DIPC,6/15/2026 2:25:00 PM,CMIN,32666.5169,
6/15/2026 2:20:00 PM,DIPC,6/15/2026 2:25:00 PM,CVIS,31500.1652,
6/15/2026 2:20:00 PM,DIPC,6/15/2026 2:25:00 PM,CLUZ,9028.2906,
6/15/2026 2:20:00 PM,DIPC,6/15/2026 2:25:00 PM,System,15754.3065,
6/15/2026 2:20:00 PM,DIPC,6/15/2026 2:25:00 PM,CLUZ_CVIS,12188.0198,
6/15/2026 2:15:00 PM,DIPC,6/15/2026 2:20:00 PM,CMIN,32618.5323,
6/15/2026 2:15:00 PM,DIPC,6/15/2026 2:20:00 PM,CVIS,31283.2601,
6/15/2026 2:15:00 PM,DIPC,6/15/2026 2:20:00 PM,CLUZ,9031.4341,
6/15/2026 2:15:00 PM,DIPC,6/15/2026 2:20:00 PM,System,15695.3605,
6/15/2026 2:15:00 PM,DIPC,6/15/2026 2:20:00 PM,CLUZ_CVIS,12163.8223,
6/15/2026 2:10:00 PM,DIPC,6/15/2026 2:15:00 PM,CMIN,28510.4892,
6/15/2026 2:10:00 PM,DIPC,6/15/2026 2:15:00 PM,CVIS,27386.2875,
6/15/2026 2:10:00 PM,DIPC,6/15/2026 2:15:00 PM,CLUZ,11401.7862,
6/15/2026 2:10:00 PM,DIPC,6/15/2026 2:15:00 PM,System,16174.9632,
6/15/2026 2:10:00 PM,DIPC,6/15/2026 2:15:00 PM,CLUZ_CVIS,13633.8530,
6/15/2026 2:05:00 PM,DIPC,6/15/2026 2:10:00 PM,CMIN,25936.3166,
6/15/2026 2:05:00 PM,DIPC,6/15/2026 2:10:00 PM,CVIS,24841.2690,
6/15/2026 2:05:00 PM,DIPC,6/15/2026 2:10:00 PM,CLUZ,9044.5421,
6/15/2026 2:05:00 PM,DIPC,6/15/2026 2:10:00 PM,System,13761.5284,
6/15/2026 2:05:00 PM,DIPC,6/15/2026 2:10:00 PM,CLUZ_CVIS,11263.9498,
6/15/2026 2:00:00 PM,DIPC,6/15/2026 2:05:00 PM,CMIN,28093.5939,
6/15/2026 2:00:00 PM,DIPC,6/15/2026 2:05:00 PM,CVIS,26925.2427,
6/15/2026 2:00:00 PM,DIPC,6/15/2026 2:05:00 PM,CLUZ,11414.6591,
6/15/2026 2:00:00 PM,DIPC,6/15/2026 2:05:00 PM,System,16067.8797,
6/15/2026 2:00:00 PM,DIPC,6/15/2026 2:05:00 PM,CLUZ_CVIS,13604.5951,
6/15/2026 8:25:00 PM,DIPC,6/15/2026 8:30:00 PM,CMIN,32107.0316,
6/15/2026 8:25:00 PM,DIPC,6/15/2026 8:30:00 PM,CVIS,32640.2050,
6/15/2026 8:25:00 PM,DIPC,6/15/2026 8:30:00 PM,CLUZ,11517.2915,
6/15/2026 8:25:00 PM,DIPC,6/15/2026 8:30:00 PM,System,17398.0194,
6/15/2026 8:25:00 PM,DIPC,6/15/2026 8:30:00 PM,CLUZ_CVIS,14260.0004,
6/15/2026 4:55:00 AM,DIPC,6/15/2026 5:00:00 AM,CMIN,5008.3904,
6/15/2026 4:55:00 AM,DIPC,6/15/2026 5:00:00 AM,CVIS,5024.1829,
6/15/2026 4:55:00 AM,DIPC,6/15/2026 5:00:00 AM,CLUZ,4929.0678,
6/15/2026 4:55:00 AM,DIPC,6/15/2026 5:00:00 AM,System,4952.7818,
6/15/2026 4:55:00 AM,DIPC,6/15/2026 5:00:00 AM,CLUZ_CVIS,4941.1974,
6/15/2026 12:05:00 PM,DIPC,6/15/2026 12:10:00 PM,CMIN,17470.6151,
6/15/2026 12:05:00 PM,DIPC,6/15/2026 12:10:00 PM,CVIS,16872.0015,
6/15/2026 12:05:00 PM,DIPC,6/15/2026 12:10:00 PM,CLUZ,2934.6454,
6/15/2026 12:05:00 PM,DIPC,6/15/2026 12:10:00 PM,System,6978.2188,
6/15/2026 12:05:00 PM,DIPC,6/15/2026 12:10:00 PM,CLUZ_CVIS,4976.3899,
6/15/2026 8:20:00 PM,DIPC,6/15/2026 8:25:00 PM,CMIN,32020.6929,
6/15/2026 8:20:00 PM,DIPC,6/15/2026 8:25:00 PM,CVIS,32634.5981,
6/15/2026 8:20:00 PM,DIPC,6/15/2026 8:25:00 PM,CLUZ,11506.4581,
6/15/2026 8:20:00 PM,DIPC,6/15/2026 8:25:00 PM,System,17386.6260,
6/15/2026 8:20:00 PM,DIPC,6/15/2026 8:25:00 PM,CLUZ_CVIS,14259.5306,
6/15/2026 8:15:00 PM,DIPC,6/15/2026 8:20:00 PM,CMIN,30674.9768,
6/15/2026 8:15:00 PM,DIPC,6/15/2026 8:20:00 PM,CVIS,32639.2742,
6/15/2026 8:15:00 PM,DIPC,6/15/2026 8:20:00 PM,CLUZ,11504.4172,
6/15/2026 8:15:00 PM,DIPC,6/15/2026 8:20:00 PM,System,17166.5729,
6/15/2026 8:15:00 PM,DIPC,6/15/2026 8:20:00 PM,CLUZ_CVIS,14270.5226,
6/15/2026 8:10:00 PM,DIPC,6/15/2026 8:15:00 PM,CMIN,33025.5854,
6/15/2026 8:10:00 PM,DIPC,6/15/2026 8:15:00 PM,CVIS,32685.7608,
6/15/2026 8:10:00 PM,DIPC,6/15/2026 8:15:00 PM,CLUZ,11493.5715,
6/15/2026 8:10:00 PM,DIPC,6/15/2026 8:15:00 PM,System,17610.6653,
6/15/2026 8:10:00 PM,DIPC,6/15/2026 8:15:00 PM,CLUZ_CVIS,14274.3230,
6/15/2026 8:05:00 PM,DIPC,6/15/2026 8:10:00 PM,CMIN,32956.8411,
6/15/2026 8:05:00 PM,DIPC,6/15/2026 8:10:00 PM,CVIS,32643.8526,
6/15/2026 8:05:00 PM,DIPC,6/15/2026 8:10:00 PM,CLUZ,11494.5325,
6/15/2026 8:05:00 PM,DIPC,6/15/2026 8:10:00 PM,System,17598.5157,
6/15/2026 8:05:00 PM,DIPC,6/15/2026 8:10:00 PM,CLUZ_CVIS,14271.0078,
6/15/2026 8:00:00 PM,DIPC,6/15/2026 8:05:00 PM,CMIN,32606.1734,
6/15/2026 8:00:00 PM,DIPC,6/15/2026 8:05:00 PM,CVIS,32642.3491,
6/15/2026 8:00:00 PM,DIPC,6/15/2026 8:05:00 PM,CLUZ,11496.3158,
6/15/2026 8:00:00 PM,DIPC,6/15/2026 8:05:00 PM,System,17532.44,
6/15/2026 8:00:00 PM,DIPC,6/15/2026 8:05:00 PM,CLUZ_CVIS,14272.5906,
6/15/2026 7:55:00 PM,DIPC,6/15/2026 8:00:00 PM,CMIN,32595.2610,
6/15/2026 7:55:00 PM,DIPC,6/15/2026 8:00:00 PM,CVIS,32640.3342,
6/15/2026 1:00:00 AM,DIPC,6/15/2026 1:05:00 AM,CMIN,6484.9786,
6/15/2026 1:00:00 AM,DIPC,6/15/2026 1:05:00 AM,CVIS,6570.9707,
6/15/2026 1:00:00 AM,DIPC,6/15/2026 1:05:00 AM,CLUZ,6447.1901,
6/15/2026 1:00:00 AM,DIPC,6/15/2026 1:05:00 AM,System,6466.9392,
6/15/2026 1:00:00 AM,DIPC,6/15/2026 1:05:00 AM,CLUZ_CVIS,6463.1279,
6/15/2026 1:55:00 AM,DIPC,6/15/2026 2:00:00 AM,CMIN,4994.2631,
6/15/2026 1:55:00 AM,DIPC,6/15/2026 2:00:00 AM,CVIS,8463.7859,
6/15/2026 1:55:00 AM,DIPC,6/15/2026 2:00:00 AM,CLUZ,8296.6368,
6/15/2026 1:55:00 AM,DIPC,6/15/2026 2:00:00 AM,System,7744.6034,
6/15/2026 1:55:00 AM,DIPC,6/15/2026 2:00:00 AM,CLUZ_CVIS,8318.3710,
6/15/2026 2:55:00 AM,DIPC,6/15/2026 3:00:00 AM,CMIN,3465.3410,
6/15/2026 2:55:00 AM,DIPC,6/15/2026 3:00:00 AM,CVIS,3489.7139,
6/15/2026 2:55:00 AM,DIPC,6/15/2026 3:00:00 AM,CLUZ,3433.0092,
6/15/2026 2:55:00 AM,DIPC,6/15/2026 3:00:00 AM,System,3444.4069,
6/15/2026 2:55:00 AM,DIPC,6/15/2026 3:00:00 AM,CLUZ_CVIS,3440.0699,
6/15/2026 7:55:00 PM,DIPC,6/15/2026 8:00:00 PM,CLUZ,11501.8507,
6/15/2026 7:55:00 PM,DIPC,6/15/2026 8:00:00 PM,System,17537.7137,
6/15/2026 7:55:00 PM,DIPC,6/15/2026 8:00:00 PM,CLUZ_CVIS,14284.1922,
6/15/2026 10:35:00 AM,DIPC,6/15/2026 10:40:00 AM,CMIN,25568.6880,
6/15/2026 10:35:00 AM,DIPC,6/15/2026 10:40:00 AM,CVIS,24894.2656,
6/15/2026 10:35:00 AM,DIPC,6/15/2026 10:40:00 AM,CLUZ,4559.7216,
6/15/2026 10:35:00 AM,DIPC,6/15/2026 10:40:00 AM,System,10356.1110,
6/15/2026 10:35:00 AM,DIPC,6/15/2026 10:40:00 AM,CLUZ_CVIS,7480.7093,
6/15/2026 2:30:00 AM,DIPC,6/15/2026 2:35:00 AM,CMIN,4017.9282,
6/15/2026 2:30:00 AM,DIPC,6/15/2026 2:35:00 AM,CVIS,4659.9833,
6/15/2026 2:30:00 AM,DIPC,6/15/2026 2:35:00 AM,CLUZ,4559.8773,
6/15/2026 2:30:00 AM,DIPC,6/15/2026 2:35:00 AM,System,4476.5270,
6/15/2026 2:30:00 AM,DIPC,6/15/2026 2:35:00 AM,CLUZ_CVIS,4572.9571,
6/15/2026 4:05:00 AM,DIPC,6/15/2026 4:10:00 AM,CMIN,6896.0345,
6/15/2026 4:05:00 AM,DIPC,6/15/2026 4:10:00 AM,CVIS,6900.6413,
6/15/2026 4:05:00 AM,DIPC,6/15/2026 4:10:00 AM,CLUZ,6781.6861,
6/15/2026 4:05:00 AM,DIPC,6/15/2026 4:10:00 AM,System,6813.1369,
6/15/2026 4:05:00 AM,DIPC,6/15/2026 4:10:00 AM,CLUZ_CVIS,6796.0814,
6/15/2026 2:30:00 PM,DIPC,6/15/2026 2:35:00 PM,CMIN,32654.1046,
6/15/2026 2:30:00 PM,DIPC,6/15/2026 2:35:00 PM,CVIS,30363.8001,
6/15/2026 2:30:00 PM,DIPC,6/15/2026 2:35:00 PM,CLUZ,11419.8461,
6/15/2026 2:30:00 PM,DIPC,6/15/2026 2:35:00 PM,System,17173.3496,
6/15/2026 2:30:00 PM,DIPC,6/15/2026 2:35:00 PM,CLUZ_CVIS,14098.0904,
6/15/2026 2:35:00 PM,DIPC,6/15/2026 2:40:00 PM,CMIN,33586.3302,
6/15/2026 2:35:00 PM,DIPC,6/15/2026 2:40:00 PM,CVIS,30018.2599,
6/15/2026 2:35:00 PM,DIPC,6/15/2026 2:40:00 PM,CLUZ,9593.0575,
6/15/2026 2:35:00 PM,DIPC,6/15/2026 2:40:00 PM,System,15982.69,
6/15/2026 2:35:00 PM,DIPC,6/15/2026 2:40:00 PM,CLUZ_CVIS,12475.6113,
6/15/2026 12:40:00 PM,DIPC,6/15/2026 12:45:00 PM,CMIN,23029.1324,
6/15/2026 12:40:00 PM,DIPC,6/15/2026 12:45:00 PM,CVIS,22315.9128,
6/15/2026 12:40:00 PM,DIPC,6/15/2026 12:45:00 PM,CLUZ,3346.3535,
6/15/2026 12:40:00 PM,DIPC,6/15/2026 12:45:00 PM,System,8807.7581,
6/15/2026 12:40:00 PM,DIPC,6/15/2026 12:45:00 PM,CLUZ_CVIS,6088.9801,
6/15/2026 12:45:00 PM,DIPC,6/15/2026 12:50:00 PM,CMIN,25684.6058,
6/15/2026 12:45:00 PM,DIPC,6/15/2026 12:50:00 PM,CVIS,24869.8972,
6/15/2026 12:45:00 PM,DIPC,6/15/2026 12:50:00 PM,CLUZ,8101.7615,
6/15/2026 12:45:00 PM,DIPC,6/15/2026 12:50:00 PM,System,12962.3490,
6/15/2026 12:45:00 PM,DIPC,6/15/2026 12:50:00 PM,CLUZ_CVIS,10531.3267,
6/15/2026 4:40:00 AM,DIPC,6/15/2026 4:45:00 AM,CMIN,5014.4595,
6/15/2026 4:40:00 AM,DIPC,6/15/2026 4:45:00 AM,CVIS,5038.3179,
