RUN_TIME,MKT_TYPE,TIME_INTERVAL,CONGEST_TYPE,RUN_TYPE,EQUIPMENT_NAME,STATION_NAME,VOLTAGE_LEVEL,BINDING_LIMIT,MW_FLOW,OVERLOAD_MW,PCT_MW,
2026-07-16 00:00:00,RTD,2026-07-16 00:05:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,590.13,590.13,0,100,
2026-07-16 00:05:00,RTD,2026-07-16 00:10:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,589.99,589.99,0,100,
2026-07-16 00:10:00,RTD,2026-07-16 00:15:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,589.95,589.95,0,100,
2026-07-16 00:15:00,RTD,2026-07-16 00:20:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,589.83,589.83,0,100,
2026-07-16 00:20:00,RTD,2026-07-16 00:25:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,589.92,589.92,0,100,
2026-07-16 00:25:00,RTD,2026-07-16 00:30:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,589.88,589.88,0,100,
2026-07-16 00:30:00,RTD,2026-07-16 00:35:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,589.64,589.64,0,100,
2026-07-16 00:35:00,RTD,2026-07-16 00:40:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,589.98,589.98,0,100,
2026-07-16 00:40:00,RTD,2026-07-16 00:45:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,589.93,589.93,0,100,
2026-07-16 00:45:00,RTD,2026-07-16 00:50:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,590.81,590.81,0,100,
2026-07-16 00:50:00,RTD,2026-07-16 00:55:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,590.8,590.8,0,100,
2026-07-16 00:55:00,RTD,2026-07-16 01:00:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,589.83,589.83,0,100,
2026-07-16 01:00:00,RTD,2026-07-16 01:05:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,589.79,589.79,0,100,
2026-07-16 01:05:00,RTD,2026-07-16 01:10:00,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,589.78,589.78,0,100,
2026-07-16 18:40:00,RTD,2026-07-16 18:45:00,CONTINGENCY,SCHED_RUN,2SUCA_3BIN3,03BINAN,230,592.12,592.12,0,100,
2026-07-16 18:45:00,RTD,2026-07-16 18:50:00,CONTINGENCY,SCHED_RUN,2SUCA_3BIN3,03BINAN,230,591.91,591.91,0,100,
2026-07-16 18:50:00,RTD,2026-07-16 18:55:00,CONTINGENCY,SCHED_RUN,2SUCA_3BIN3,03BINAN,230,591.67,591.67,0,100,
