TRADING_DAY_ID,TP_NAME,RESOURCE_NAME,MAXIMUM_CAPACITY,
20260415,ACNPC,01ACNPC_G01,3.2,
20260415,AREI,01AGROSOL_G01,3.7,
20260415,SNAPBENGT,01AMBUK_U01,37.4,
20260415,SNAPBENGT,01AMBUK_U02,37.3,
20260415,SNAPBENGT,01AMBUK_U03,37.3,
20260415,HEDCORBA,01AMPHAW_G01,8,
20260415,ANDA,01ANDA_G01,72,
20260415,AHC,01ANGAT_A,44.6,
20260415,AHC,01ANGAT_M,99.8,
20260415,APEC,01APEC_G01,25,
20260415,GPS3I,01ARAYSOL_G01,50,
20260415,GPS3I,01ARAYSOL_G02,30.8,
20260415,CSPAM1,01ARAYSOL_G03,30,
20260415,RERI,01ARESOL_G01,37.8,
20260415,NVVOGTARM,01ARMSOL_G01,7.1,
20260415,HEDCORBA,01BAKSIP_G01,12.4,
20260415,NR,01BAKUN_G01,74,
20260415,SSAI,01BALSOL_G01,24.5,
20260415,BWPC,01BALWIND_G01,22.4,
20260415,CSPANG,01BARBASOL_G01,90,
20260415,1590EC,01BAUANG_GS1,70,
20260415,1590EC,01BAUANG_GS2,70,
20260415,1590EC,01BAUANG_GS3,70,
20260415,SSBI,01BETASOL_G01,19.1,
20260415,HEDCORLAT,01BINENG_G01,19.8,
20260415,HEDCOR,01BINENG_G03,4.5,
20260415,SNAPBENGT,01BINGA_U01,35,
20260415,SNAPBENGT,01BINGA_U02,35,
20260415,SNAPBENGT,01BINGA_U03,35,
20260415,SNAPBENGT,01BINGA_U04,35,
20260415,GSEI,01BONGSOL_G01,19.8,
20260415,BOSUNG,01BOSUNG_G01,1,
20260415,BTN2020,01BT2020_G01,11,
20260415,BATA02,01BT2020_G02,25,
20260415,SPARC2,01BTNSOL_G01,4.8,
20260415,BSEI,01BTSOLEN_BAT,.5,
20260415,BSEI,01BTSOLEN_G01,3.7,
20260415,BGEC,01BUGALSOL_G01,18.6,
20260415,3BEC,01BUGSOL_G01,491.1,
20260415,BULACNSE,01BULSOL_G01,15,
20260415,EBWPC,01BURGOS_G01,150,
20260415,EDCSL,01BURGOS_G02,3.4,
20260415,EDCSLP2,01BURGOS_G03,2.2,
20260415,MGC,01BUTAO_G01,1.3,
20260415,FCRV,01CABSOL_G01,9.1,
20260415,CBEC,01CAGBIO_G01,13.5,
20260415,NAREDCO,01CAGYSOL_G01,60,
20260415,CALIBU,01CALIBUNK_G01,27.5,
20260415,SUPREMEPC,01CAPAS_G01,11,
20260415,NLREC,01CAPRIS_G01,81,
20260415,AREC,01CAPRIS_G02,45.1,
20260415,PSALM,01CASECN_U01,82.5,
20260415,PSALM,01CASECN_U02,82.5,
20260415,PVSPI,01CAYBSOL_G01,75.1,
20260415,CIP2,01CIP2_G01,20,
20260415,CSCLARK,01CLASOL_G01,19.1,
20260415,CEC,01CLEANG_G01,10.8,
20260415,UPSI,01CNCEP_BAT,50,
20260415,SOLARPHTC,01CONSOL_G01,82.5,
20260415,G4G,01CORDONSOL_G01,52.7,
20260415,NSEC,01CURSOL_G02,68.7,
20260415,NVVOGTDAL,01DALSOL_G01,5.9,
20260415,SSPC,01DOMSOL_G01,46.2,
20260415,UPSI,01GAMU_BAT,40,
20260415,GFII,01GFII_G01,15.8,
20260415,GIFT,01GIFT_G01,12,
20260415,GIFT2,01GIFT_G02,6,
20260415,GIGASOL3,01GIGSOL_G01,50.5,
20260415,GNPD,01GNPD_U01,668,
20260415,GNPD,01GNPD_U02,668,
20260415,G2REC,01GRGOLD_G01,10.8,
20260415,HGEC,01HYPGRN_G01,10,
20260415,IBEC,01IBEC_G01,18,
20260415,HCC,01IBULAO_G01,6,
20260415,IPOWER,01IPOWER_G01,10.8,
20260415,IPOWER,01IPOWER_G02,10.8,
20260415,UPSI,01LAMAO_BAT,50,
20260415,PVSPI,01LAOSOL_G01,130.2,
20260415,ILSRMC,01LASUER_U01,5.1,
20260415,UPSI,01LIMAY_BAT,40,
20260415,PANASIA,01LIMAY_U01,60,
20260415,PANASIA,01LIMAY_U02,60,
20260415,PANASIA,01LIMAY_U03,60,
20260415,PANASIA,01LIMAY_U04,87,
20260415,PANASIA,01LIMAY_U05,60,
20260415,PANASIA,01LIMAY_U06,60,
20260415,PANASIA,01LIMAY_U07,60,
20260415,PANASIA,01LIMAY_U08,90,
20260415,BKSGEC,01LIMSOL_G01,28.2,
20260415,MAEC,01MAEC_G01,16,
20260415,UPSI,01MAGAPIT_BAT,40,
20260415,SNAP,01MAGAT_BAT,24,
20260415,SNAP,01MAGAT_U01,97,
20260415,SNAP,01MAGAT_U02,97,
20260415,SNAP,01MAGAT_U03,97,
20260415,SNAP,01MAGAT_U04,97,
20260415,BENECOGEN,01MANSOK_G01,3.2,
20260415,NIAMARIS,01MARIS_U01,4.3,
20260415,NIAMARIS,01MARIS_U02,4.3,
20260415,NEXTGEN,01MARSOL_G01,17.6,
20260415,GMEC,01MARVEL_G01,316,
20260415,GMEC,01MARVEL_G02,316,
20260415,FGHPC,01MASIWA_G01,12,
20260415,MRDC,01MATUNO_G01,8.7,
20260415,ME1I,01MEGASOL_G01,41.2,
20260415,MPGC,01MPGC_U01,135,
20260415,MPGC,01MPGC_U02,133,
20260415,MPGC,01MPGC_U03,133,
20260415,MPGC,01MPGC_U04,137,
20260415,MPPC,01MSINLO_BAT,30,
20260415,MPPC,01MSINLO_G01,322.7,
20260415,MPPC,01MSINLO_G02,322.7,
20260415,MPPC,01MSINLO_G03,307.2,
20260415,NIABAL,01NIABAL_G01,6,
20260415,HEDCORHE,01NMHC_G01,3.9,
20260415,HEDCOR,01NMHC_G03,1.2,
20260415,NEC,01NUEVASOL_G01,30.9,
20260415,NORTHWIND,01NWIND_G01,32.4,
20260415,NWPDC,01NWIND_G02,18.8,
20260415,APREC,01OLONGSOL_G01,172.2,
20260415,NREC,01PASBUSOL_G01,61.2,
20260415,ELPISPP,01PASQSOL_G01,92.4,
20260415,PGBREI,01PAVGSOL_G01,16.2,
20260415,PETRONGEN,01PETRON_G01,141.4,
20260415,PETROSOLR,01PETSOL_G01,44.4,
20260415,PETSOL,01PETSOL_G02,16.5,
20260415,FGHPC,01PNTBNG_U01,60,
20260415,FGHPC,01PNTBNG_U02,60,
20260415,RC,01RASLAG_G01,8.2,
20260415,RCP2,01RASLAG_G02,10.5,
20260415,RC,01RASLAG_G03,13.4,
20260415,RC,01RASLAG_G04,26.4,
20260415,HSABI,01SABANG_G01,14.2,
20260415,SAMALSOLR,01SAMLSOL_G01,35.8,
20260415,PFBSI,01SANMIGSOL_G01,55,
20260415,SHIZEN,01SHIZEN_G01,49.5,
20260415,SJGEC,01SJSOL_G01,15.3,
20260415,HEDCOR,01SLANGN_G01,2.4,
20260415,SMITHBELL,01SMBELL_G01,1.8,
20260415,SMCCPC,01SMC_G01,134,
20260415,SMCCPC,01SMC_G02,134,
20260415,SMCCPC,01SMC_G03,134,
20260415,SMCCPC,01SMC_G04,134,
20260415,RERI,01SNMANSOL_G01,69.9,
20260415,UPSI,01SNMAN_BAT,50,
20260415,SCSEI,01SNMARSOL_G01,308.3,
