TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,CLEARED_PRICE,
5/29/2026 12:05:00 AM,LUZON,01BAUANG_GS1,G,13144.99,
5/29/2026 12:05:00 AM,LUZON,01BAUANG_GS2,G,14394.99,
5/29/2026 12:05:00 AM,LUZON,01CIP2_G01,G,10463.17,
5/29/2026 12:05:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:05:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:05:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:10:00 AM,LUZON,01BAUANG_GS1,G,13144.99,
5/29/2026 12:10:00 AM,LUZON,01BAUANG_GS2,G,14394.99,
5/29/2026 12:10:00 AM,LUZON,01CIP2_G01,G,10463.17,
5/29/2026 12:10:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:10:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:10:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:15:00 AM,LUZON,01BAUANG_GS1,G,13144.99,
5/29/2026 12:15:00 AM,LUZON,01BAUANG_GS2,G,14394.99,
5/29/2026 12:15:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:15:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:15:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:20:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:20:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:20:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:25:00 AM,LUZON,01CIP2_G01,G,24000,
5/29/2026 12:25:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:25:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:25:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:30:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:30:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:30:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:35:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:35:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:35:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:40:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:40:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:40:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:45:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:45:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:45:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:50:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:50:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:50:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 12:55:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 12:55:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 12:55:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 1:00:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 1:00:00 AM,LUZON,01MAGAT_U03,G,6841,
5/29/2026 1:00:00 AM,LUZON,01MAGAT_U04,G,31830,
5/29/2026 1:00:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 1:05:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 1:10:00 AM,LUZON,03EERI_G03,G,11200,
5/29/2026 1:15:00 AM,LUZON,01SNMAN_BAT,G,32000,
5/29/2026 1:20:00 AM,LUZON,03EERI_G01,G,11200,
5/29/2026 1:20:00 AM,LUZON,03EERI_G03,G,11200,
5/29/2026 1:25:00 AM,LUZON,03EERI_G01,G,11200,
5/29/2026 1:25:00 AM,LUZON,03EERI_G03,G,11200,
5/29/2026 1:25:00 AM,VISAYAS,05CEDC_U03,G,8440,
5/29/2026 1:25:00 AM,VISAYAS,05TPC_G02,G,8550,
5/29/2026 1:30:00 AM,VISAYAS,05TPC_G02,G,8550,
5/29/2026 1:35:00 AM,VISAYAS,05EAUC_U02,G,32000,
5/29/2026 1:35:00 AM,VISAYAS,05EAUC_U04,G,32000,
5/29/2026 1:50:00 AM,LUZON,03EERI_G03,G,11200,
5/29/2026 1:50:00 AM,VISAYAS,05CEDC_U03,G,8440,
5/29/2026 1:50:00 AM,VISAYAS,05TPC_G02,G,8550,
5/29/2026 1:50:00 AM,VISAYAS,08PEDC_U01,G,8990,
5/29/2026 1:55:00 AM,VISAYAS,05CEDC_U03,G,8440,
5/29/2026 2:00:00 AM,LUZON,01GAMU_BAT,G,32000,
5/29/2026 2:00:00 AM,LUZON,01MAGAT_BAT,G,32000,
