TRADING_DAY_ID,TP_NAME,RESOURCE_NAME,PRODUCT_TYPE,MAX_CAPACITY,
20260714,TMI,12TM2_U01,DR,49,
20260714,TMI,12TM2_U01,RU,40,
20260714,TMI,12TM2_U02,RD,40,
20260714,TMI,12TM2_U02,DR,49,
20260714,TMI,12TM2_U02,RU,40,
20260714,TMI,12TM2_U02,FR,30,
20260714,TSI,13DCPP_U01,FR,30,
20260714,TSI,13DCPP_U02,FR,30,
20260714,UPSI,13MACO_BAT,FR,17.90,
20260714,UPSI,13MACO_BAT,RU,18.90,
20260714,UPSI,13MACO_BAT,RD,18.90,
20260714,SEDI,13MAGDBNK_U01,DR,4.90,
20260714,SEDI,13MAGDBNK_U01,RU,4.90,
20260714,SEDI,13MAGDBNK_U01,FR,4.90,
20260714,SEDI,13MAGDBNK_U01,RD,4.90,
20260714,SEDI,13MAGDBNK_U02,DR,4.90,
20260714,SEDI,13MAGDBNK_U02,RD,4.90,
20260714,SEDI,13MAGDBNK_U02,FR,4.90,
20260714,SEDI,13MAGDBNK_U02,RU,4.90,
20260714,SEDI,13MAGDBNK_U03,RD,4.90,
20260714,SEDI,13MAGDBNK_U03,RU,4.90,
20260714,SEDI,13MAGDBNK_U03,FR,4.90,
20260714,SEDI,13MAGDBNK_U03,DR,4.90,
20260714,UPSI,13MALITA_BAT,FR,17.90,
20260714,UPSI,13MALITA_BAT,RD,19,
20260714,UPSI,13MALITA_BAT,RU,19,
20260714,MPIDIGOS,13MPCDIG_G01,DR,15,
20260714,TMI,13TM1_U01,DR,49,
20260714,TMI,13TM1_U01,FR,49,
20260714,TMI,13TM1_U01,RU,40,
20260714,TMI,13TM1_U01,RD,40,
20260714,TMI,13TM1_U02,RU,40,
20260714,TMI,13TM1_U02,DR,49,
20260714,TMI,13TM1_U02,RD,40,
20260714,TMI,13TM1_U02,FR,49,
20260714,SEC,14SARANG_U01,FR,26,
20260714,SEC,14SARANG_U02,RU,30,
20260714,SEC,14SARANG_U02,FR,30,
20260714,SEC,14SARANG_U02,RD,30,
EOF
