RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,COMMODITY_TYPE,PRICE,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CVIS,Dr,10600,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CMIN,Dr,0,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CLUZ,Dr,2000.08,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CMIN,Fr,3262.40,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CVIS,Fr,4510,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CLUZ,Fr,2750,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CVIS,Rd,19999,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CMIN,Rd,24999.85,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CLUZ,Rd,1000,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CVIS,Ru,19999,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CLUZ,Ru,19000,
6/22/2026,RTD,6/22/2026 12:05:00 AM,CMIN,Ru,24999.85,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CVIS,Dr,10600,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CMIN,Dr,0,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CLUZ,Dr,2000.08,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CMIN,Fr,3250,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CVIS,Fr,5151.28,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CLUZ,Fr,2800,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CVIS,Rd,19999,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CMIN,Rd,24999.85,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CLUZ,Rd,6945.56,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CVIS,Ru,19999,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CLUZ,Ru,19000,
6/22/2026 12:05:00 AM,RTD,6/22/2026 12:10:00 AM,CMIN,Ru,24999.85,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CVIS,Dr,10600,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CMIN,Dr,0,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CLUZ,Dr,2000.08,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CMIN,Fr,3250,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CVIS,Fr,5152.65,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CLUZ,Fr,2800,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CVIS,Rd,19999,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CMIN,Rd,24999.85,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CLUZ,Rd,6959.58,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CVIS,Ru,19999,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CLUZ,Ru,19000,
6/22/2026 12:10:00 AM,RTD,6/22/2026 12:15:00 AM,CMIN,Ru,24999.85,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CVIS,Dr,9200,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CMIN,Dr,0,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CLUZ,Dr,2000.08,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CMIN,Fr,2541.37,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CVIS,Fr,5163.19,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CLUZ,Fr,2800,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CVIS,Rd,2001,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CMIN,Rd,24999.85,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CLUZ,Rd,6956.95,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CVIS,Ru,9811.74,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CLUZ,Ru,19000,
6/22/2026 12:15:00 AM,RTD,6/22/2026 12:20:00 AM,CMIN,Ru,24999.85,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CVIS,Dr,9200,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CMIN,Dr,0,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CLUZ,Dr,2000.08,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CMIN,Fr,2212.70,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CVIS,Fr,4823.22,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CLUZ,Fr,2800,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CVIS,Rd,2001,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CMIN,Rd,24999.85,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CLUZ,Rd,7282.32,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CVIS,Ru,9481.52,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CLUZ,Ru,19000,
6/22/2026 12:20:00 AM,RTD,6/22/2026 12:25:00 AM,CMIN,Ru,24999.85,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CVIS,Dr,9200,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CMIN,Dr,0,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CLUZ,Dr,2000.08,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CMIN,Fr,2205.33,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CVIS,Fr,4811.23,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CLUZ,Fr,2800,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CVIS,Rd,2001,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CMIN,Rd,24999.85,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CLUZ,Rd,7289.06,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CVIS,Ru,2001,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CLUZ,Ru,19000,
6/22/2026 12:25:00 AM,RTD,6/22/2026 12:30:00 AM,CMIN,Ru,24999.85,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CLUZ,Dr,2000.08,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CMIN,Dr,0,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CVIS,Dr,9200,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CMIN,Fr,1999,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CLUZ,Fr,2750,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CVIS,Fr,3845.42,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CLUZ,Rd,8202.84,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CMIN,Rd,24999.85,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CVIS,Rd,19999,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CLUZ,Ru,19000,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CMIN,Ru,24999.85,
6/22/2026 12:30:00 AM,RTD,6/22/2026 12:35:00 AM,CVIS,Ru,2001,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CLUZ,Dr,2000.08,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CVIS,Dr,8000,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CMIN,Dr,0,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CVIS,Fr,8092.08,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CLUZ,Fr,2750,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CMIN,Fr,1999,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CLUZ,Rd,8202.09,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CVIS,Rd,19999,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CMIN,Rd,24999.85,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CLUZ,Ru,19000,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CMIN,Ru,24999.85,
6/22/2026 12:35:00 AM,RTD,6/22/2026 12:40:00 AM,CVIS,Ru,19999,
6/22/2026 12:40:00 AM,RTD,6/22/2026 12:45:00 AM,CVIS,Dr,8000,
6/22/2026 12:40:00 AM,RTD,6/22/2026 12:45:00 AM,CMIN,Dr,0,
6/22/2026 12:40:00 AM,RTD,6/22/2026 12:45:00 AM,CLUZ,Dr,2000.08,
6/22/2026 12:40:00 AM,RTD,6/22/2026 12:45:00 AM,CMIN,Fr,3233.70,
6/22/2026 12:40:00 AM,RTD,6/22/2026 12:45:00 AM,CVIS,Fr,9002.41,
6/22/2026 12:40:00 AM,RTD,6/22/2026 12:45:00 AM,CLUZ,Fr,2800,
