RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,COMMODITY_TYPE,PRICE,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CVIS,Dr,1990,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CMIN,Dr,0,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CLUZ,Dr,1997,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CMIN,Fr,85,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CVIS,Fr,15000,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CLUZ,Fr,2007,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CVIS,Rd,5330,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CMIN,Rd,24999.85,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CLUZ,Rd,1000,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CVIS,Ru,19998,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CLUZ,Ru,12222.22,
6/25/2026,RTD,6/25/2026 12:05:00 AM,CMIN,Ru,24999.85,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CVIS,Dr,1900,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CMIN,Dr,0,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CLUZ,Dr,1997,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CMIN,Fr,85,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CVIS,Fr,15000,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CLUZ,Fr,2007,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CVIS,Rd,2001,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CMIN,Rd,24999.85,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CLUZ,Rd,1000,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CVIS,Ru,19998,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CLUZ,Ru,1000,
6/25/2026 12:05:00 AM,RTD,6/25/2026 12:10:00 AM,CMIN,Ru,24999.85,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CVIS,Dr,1900,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CMIN,Dr,0,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CLUZ,Dr,1997,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CMIN,Fr,85,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CVIS,Fr,15000,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CLUZ,Fr,2007,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CVIS,Rd,2001,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CMIN,Rd,24999.85,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CLUZ,Rd,1000,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CVIS,Ru,19998,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CLUZ,Ru,1000,
6/25/2026 12:10:00 AM,RTD,6/25/2026 12:15:00 AM,CMIN,Ru,24999.85,
6/25/2026 12:15:00 AM,RTD,6/25/2026 12:20:00 AM,CVIS,Dr,1900,
6/25/2026 12:15:00 AM,RTD,6/25/2026 12:20:00 AM,CMIN,Dr,0,
