RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,COMMODITY_TYPE,PRICE,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CVIS,Dr,200,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CMIN,Dr,0,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CLUZ,Dr,150,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CMIN,Fr,85.99,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CVIS,Fr,4460,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CLUZ,Fr,1130,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CVIS,Rd,19999,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CMIN,Rd,24999.85,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CLUZ,Rd,13538.12,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CVIS,Ru,19999,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CLUZ,Ru,10950,
6/6/2026,RTD,6/6/2026 12:05:00 AM,CMIN,Ru,24999.85,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CVIS,Dr,200,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CMIN,Dr,0,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CLUZ,Dr,150,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CMIN,Fr,85.99,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CVIS,Fr,4460,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CLUZ,Fr,1130,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CVIS,Rd,19999,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CMIN,Rd,24999.85,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CLUZ,Rd,13187.13,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CVIS,Ru,19999,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CLUZ,Ru,10950,
6/6/2026 12:05:00 AM,RTD,6/6/2026 12:10:00 AM,CMIN,Ru,24999.85,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CVIS,Dr,200,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CMIN,Dr,0,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CLUZ,Dr,850,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CMIN,Fr,85.99,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CVIS,Fr,4460,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CLUZ,Fr,1130,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CVIS,Rd,19999,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CMIN,Rd,24999.85,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CLUZ,Rd,13189.42,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CVIS,Ru,19999,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CLUZ,Ru,10950,
6/6/2026 12:10:00 AM,RTD,6/6/2026 12:15:00 AM,CMIN,Ru,24999.85,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CVIS,Dr,200,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CMIN,Dr,0,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CLUZ,Dr,850,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CMIN,Fr,85.99,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CVIS,Fr,4460,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CLUZ,Fr,1130,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CVIS,Rd,19999,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CMIN,Rd,24999.85,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CLUZ,Rd,13206.65,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CVIS,Ru,19999,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CLUZ,Ru,10950,
6/6/2026 12:15:00 AM,RTD,6/6/2026 12:20:00 AM,CMIN,Ru,24999.85,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CVIS,Dr,200,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CMIN,Dr,0,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CLUZ,Dr,850,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CMIN,Fr,85.99,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CVIS,Fr,4460,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CLUZ,Fr,1130,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CVIS,Rd,19999,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CMIN,Rd,24999.85,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CLUZ,Rd,13481.39,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CVIS,Ru,19999,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CLUZ,Ru,10950,
6/6/2026 12:20:00 AM,RTD,6/6/2026 12:25:00 AM,CMIN,Ru,24999.85,
6/6/2026 12:25:00 AM,RTD,6/6/2026 12:30:00 AM,CLUZ,Dr,850,
6/6/2026 12:25:00 AM,RTD,6/6/2026 12:30:00 AM,CVIS,Dr,200,
6/6/2026 12:25:00 AM,RTD,6/6/2026 12:30:00 AM,CMIN,Dr,0,
