RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,COMMODITY_TYPE,MARGINAL_PRICE,
6/17/2026,RTD,6/17/2026 12:05:00 AM,CLUZ,03STA-RI_G05,G,En,8578.70,
6/17/2026,RTD,6/17/2026 12:05:00 AM,CLUZ,03STA-RI_G06,G,En,8578.70,
6/17/2026,RTD,6/17/2026 12:05:00 AM,CMIN,09WMPC_U10,G,En,32000.0002,
6/17/2026 12:05:00 AM,RTD,6/17/2026 12:10:00 AM,CMIN,09WMPC_U09,G,En,31360,
6/17/2026 12:10:00 AM,RTD,6/17/2026 12:15:00 AM,CVIS,07BIDPP_G01,G,En,28457,
6/17/2026 12:10:00 AM,RTD,6/17/2026 12:15:00 AM,CMIN,13MAGDBNK_U03,G,En,25000.08,
6/17/2026 12:15:00 AM,RTD,6/17/2026 12:20:00 AM,CLUZ,03STA-RI_G05,G,En,8578.70,
6/17/2026 12:15:00 AM,RTD,6/17/2026 12:20:00 AM,CLUZ,03STA-RI_G06,G,En,8578.70,
6/17/2026 12:20:00 AM,RTD,6/17/2026 12:25:00 AM,CLUZ,03STA-RI_G05,G,En,8578.7001,
6/17/2026 12:20:00 AM,RTD,6/17/2026 12:25:00 AM,CMIN,13MAGDBNK_U03,G,En,25000.08,
6/17/2026 12:30:00 AM,RTD,6/17/2026 12:35:00 AM,CMIN,09WMPC_U01,G,En,32000.0002,
6/17/2026 12:30:00 AM,RTD,6/17/2026 12:35:00 AM,CMIN,09WMPC_U02,G,En,32000.0002,
6/17/2026 12:30:00 AM,RTD,6/17/2026 12:35:00 AM,CMIN,09WMPC_U03,G,En,32000.0002,
6/17/2026 12:30:00 AM,RTD,6/17/2026 12:35:00 AM,CMIN,09WMPC_U04,G,En,32000.0002,
6/17/2026 12:30:00 AM,RTD,6/17/2026 12:35:00 AM,CMIN,09WMPC_U05,G,En,32000.0002,
6/17/2026 12:30:00 AM,RTD,6/17/2026 12:35:00 AM,CMIN,09WMPC_U06,G,En,32000.0002,
6/17/2026 12:30:00 AM,RTD,6/17/2026 12:35:00 AM,CMIN,09WMPC_U08,G,En,32000.0002,
6/17/2026 12:35:00 AM,RTD,6/17/2026 12:40:00 AM,CMIN,09WMPC_U07,G,En,31400,
6/17/2026 12:50:00 AM,RTD,6/17/2026 12:55:00 AM,CLUZ,03STA-RI_G05,G,En,8578.70,
6/17/2026 12:50:00 AM,RTD,6/17/2026 12:55:00 AM,CLUZ,03STA-RI_G06,G,En,8578.70,
6/17/2026 12:50:00 AM,RTD,6/17/2026 12:55:00 AM,CMIN,12PKSFRA_U01,G,En,25000,
6/17/2026 12:55:00 AM,RTD,6/17/2026 1:00:00 AM,CLUZ,03STA-RI_G02,G,En,8854.90,
6/17/2026 12:55:00 AM,RTD,6/17/2026 1:00:00 AM,CLUZ,03STA-RI_G03,G,En,8854.90,
6/17/2026 12:55:00 AM,RTD,6/17/2026 1:00:00 AM,CVIS,05CARMENDPP_U01,G,En,21068.0014,
6/17/2026 1:00:00 AM,RTD,6/17/2026 1:05:00 AM,CLUZ,03STA-RI_G04,G,En,8854.90,
6/17/2026 1:00:00 AM,RTD,6/17/2026 1:05:00 AM,CMIN,13MAGDBNK_U01,G,En,20000.08,
6/17/2026 1:00:00 AM,RTD,6/17/2026 1:05:00 AM,CMIN,13MAGDBNK_U02,G,En,20000.08,
6/17/2026 1:05:00 AM,RTD,6/17/2026 1:10:00 AM,CLUZ,03STA-RI_G05,G,En,8578.70,
6/17/2026 1:05:00 AM,RTD,6/17/2026 1:10:00 AM,CLUZ,03STA-RI_G06,G,En,8578.70,
6/17/2026 1:05:00 AM,RTD,6/17/2026 1:10:00 AM,CMIN,10GNPK_U03,G,En,16800.0048,
6/17/2026 1:10:00 AM,RTD,6/17/2026 1:15:00 AM,CLUZ,03STA-RI_G05,G,En,8578.70,
6/17/2026 1:10:00 AM,RTD,6/17/2026 1:15:00 AM,CLUZ,03STA-RI_G06,G,En,8578.70,
6/17/2026 1:15:00 AM,RTD,6/17/2026 1:20:00 AM,CLUZ,03STA-RI_G05,G,En,8578.70,
6/17/2026 1:15:00 AM,RTD,6/17/2026 1:20:00 AM,CLUZ,03STA-RI_G06,G,En,8578.70,
6/17/2026 1:20:00 AM,RTD,6/17/2026 1:25:00 AM,CLUZ,03STA-RI_G05,G,En,8578.70,
6/17/2026 1:20:00 AM,RTD,6/17/2026 1:25:00 AM,CLUZ,03STA-RI_G06,G,En,8578.70,
6/17/2026 1:25:00 AM,RTD,6/17/2026 1:30:00 AM,CLUZ,03STA-RI_G05,G,En,8578.70,
6/17/2026 1:25:00 AM,RTD,6/17/2026 1:30:00 AM,CLUZ,03STA-RI_G06,G,En,8578.70,
6/17/2026 1:35:00 AM,RTD,6/17/2026 1:40:00 AM,CLUZ,03PAGBIL_G01,G,En,3794.40,
6/17/2026 1:35:00 AM,RTD,6/17/2026 1:40:00 AM,CLUZ,03PAGBIL_G02,G,En,3794.40,
6/17/2026 1:35:00 AM,RTD,6/17/2026 1:40:00 AM,CMIN,10GNPK_U01,G,En,16800.0007,
6/17/2026 1:45:00 AM,RTD,6/17/2026 1:50:00 AM,CLUZ,03PAGBIL_G01,G,En,3794.40,
6/17/2026 1:45:00 AM,RTD,6/17/2026 1:50:00 AM,CLUZ,03PAGBIL_G02,G,En,3794.40,
6/17/2026 1:45:00 AM,RTD,6/17/2026 1:50:00 AM,CMIN,10GNPK_U01,G,En,16800.0007,
6/17/2026 1:50:00 AM,RTD,6/17/2026 1:55:00 AM,CLUZ,03PAGBIL_G01,G,En,3794.40,
6/17/2026 1:50:00 AM,RTD,6/17/2026 1:55:00 AM,CLUZ,03PAGBIL_G02,G,En,3794.40,
6/17/2026 1:55:00 AM,RTD,6/17/2026 2:00:00 AM,CLUZ,03PAGBIL_G01,G,En,3794.40,
6/17/2026 1:55:00 AM,RTD,6/17/2026 2:00:00 AM,CLUZ,03PAGBIL_G02,G,En,3794.40,
6/17/2026 1:55:00 AM,RTD,6/17/2026 2:00:00 AM,CMIN,10GNPK_U01,G,En,5500.0120,
