RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,COMMODITY_TYPE,MARGINAL_PRICE,
5/7/2026,RTD,5/7/2026 12:05:00 AM,CLUZ,03EERI_G02,G,En,10500,
5/7/2026,RTD,5/7/2026 12:05:00 AM,CLUZ,03EERI_G03,G,En,10500,
5/7/2026 12:10:00 AM,RTD,5/7/2026 12:15:00 AM,CLUZ,03STA-RI_G01,G,En,5675,
5/7/2026 12:10:00 AM,RTD,5/7/2026 12:15:00 AM,CMIN,10GNPK_U01,G,En,5500.0060,
5/7/2026 12:15:00 AM,RTD,5/7/2026 12:20:00 AM,CLUZ,03STA-RI_G02,G,En,5675,
5/7/2026 12:15:00 AM,RTD,5/7/2026 12:20:00 AM,CLUZ,03STA-RI_G03,G,En,5675,
5/7/2026 12:15:00 AM,RTD,5/7/2026 12:20:00 AM,CLUZ,03STA-RI_G04,G,En,5675,
5/7/2026 12:15:00 AM,RTD,5/7/2026 12:20:00 AM,CMIN,14SARANG_U02,G,En,3740,
5/7/2026 12:20:00 AM,RTD,5/7/2026 12:25:00 AM,CLUZ,03STA-RI_G02,G,En,5675,
5/7/2026 12:20:00 AM,RTD,5/7/2026 12:25:00 AM,CLUZ,03STA-RI_G03,G,En,5675,
5/7/2026 12:20:00 AM,RTD,5/7/2026 12:25:00 AM,CLUZ,03STA-RI_G04,G,En,5675,
5/7/2026 12:25:00 AM,RTD,5/7/2026 12:30:00 AM,CLUZ,03STA-RI_G02,G,En,5675,
5/7/2026 12:25:00 AM,RTD,5/7/2026 12:30:00 AM,CLUZ,03STA-RI_G03,G,En,5675,
5/7/2026 12:25:00 AM,RTD,5/7/2026 12:30:00 AM,CLUZ,03STA-RI_G04,G,En,5675,
5/7/2026 12:25:00 AM,RTD,5/7/2026 12:30:00 AM,CMIN,14SARANG_U02,G,En,3740,
5/7/2026 12:30:00 AM,RTD,5/7/2026 12:35:00 AM,CLUZ,03STA-RI_G02,G,En,5675,
5/7/2026 12:30:00 AM,RTD,5/7/2026 12:35:00 AM,CLUZ,03STA-RI_G03,G,En,5675,
5/7/2026 12:30:00 AM,RTD,5/7/2026 12:35:00 AM,CLUZ,03STA-RI_G04,G,En,5675,
5/7/2026 12:30:00 AM,RTD,5/7/2026 12:35:00 AM,CMIN,10GNPK_U01,G,En,4500,
5/7/2026 12:30:00 AM,RTD,5/7/2026 12:35:00 AM,CMIN,10GNPK_U02,G,En,4500,
5/7/2026 12:35:00 AM,RTD,5/7/2026 12:40:00 AM,CLUZ,03STA-RI_G02,G,En,5675,
5/7/2026 12:35:00 AM,RTD,5/7/2026 12:40:00 AM,CLUZ,03STA-RI_G03,G,En,5675,
5/7/2026 12:35:00 AM,RTD,5/7/2026 12:40:00 AM,CLUZ,03STA-RI_G04,G,En,5675,
5/7/2026 12:35:00 AM,RTD,5/7/2026 12:40:00 AM,CMIN,14SARANG_U02,G,En,3740,
5/7/2026 12:40:00 AM,RTD,5/7/2026 12:45:00 AM,CLUZ,03STA-RI_G02,G,En,5675,
5/7/2026 12:40:00 AM,RTD,5/7/2026 12:45:00 AM,CLUZ,03STA-RI_G03,G,En,5675,
5/7/2026 12:40:00 AM,RTD,5/7/2026 12:45:00 AM,CLUZ,03STA-RI_G04,G,En,5675,
5/7/2026 12:40:00 AM,RTD,5/7/2026 12:45:00 AM,CMIN,10GNPK_U01,G,En,4500,
5/7/2026 12:40:00 AM,RTD,5/7/2026 12:45:00 AM,CMIN,10GNPK_U02,G,En,4500,
5/7/2026 12:45:00 AM,RTD,5/7/2026 12:50:00 AM,CLUZ,03STA-RI_G02,G,En,5675,
5/7/2026 12:45:00 AM,RTD,5/7/2026 12:50:00 AM,CLUZ,03STA-RI_G03,G,En,5675,
5/7/2026 12:45:00 AM,RTD,5/7/2026 12:50:00 AM,CLUZ,03STA-RI_G04,G,En,5675,
5/7/2026 12:45:00 AM,RTD,5/7/2026 12:50:00 AM,CMIN,14SARANG_U01,G,En,3801,
5/7/2026 12:50:00 AM,RTD,5/7/2026 12:55:00 AM,CLUZ,03STA-RI_G05,G,En,5740,
5/7/2026 12:50:00 AM,RTD,5/7/2026 12:55:00 AM,CLUZ,03STA-RI_G06,G,En,5740,
5/7/2026 12:50:00 AM,RTD,5/7/2026 12:55:00 AM,CMIN,14SARANG_U01,G,En,3801,
