RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,COMMODITY_TYPE,MARGINAL_PRICE,
5/4/2026,RTD,5/4/2026 12:05:00 AM,CLUZ,01MAGAT_U02,G,En,14995,
5/4/2026 12:05:00 AM,RTD,5/4/2026 12:10:00 AM,CLUZ,03STA-RI_G01,G,En,6870.10,
5/4/2026 12:10:00 AM,RTD,5/4/2026 12:15:00 AM,CLUZ,01BAUANG_GS3,G,En,13411.73,
5/4/2026 12:10:00 AM,RTD,5/4/2026 12:15:00 AM,CLUZ,03STA-RI_G02,G,En,6870.10,
5/4/2026 12:10:00 AM,RTD,5/4/2026 12:15:00 AM,CLUZ,03STA-RI_G03,G,En,6870.10,
5/4/2026 12:10:00 AM,RTD,5/4/2026 12:15:00 AM,CLUZ,03STA-RI_G04,G,En,6870.10,
5/4/2026 12:10:00 AM,RTD,5/4/2026 12:15:00 AM,CMIN,14SARANG_U02,G,En,3720,
5/4/2026 12:15:00 AM,RTD,5/4/2026 12:20:00 AM,CLUZ,01BAUANG_GS1,G,En,12161.73,
5/4/2026 12:15:00 AM,RTD,5/4/2026 12:20:00 AM,CLUZ,03STA-RI_G02,G,En,6870.10,
5/4/2026 12:15:00 AM,RTD,5/4/2026 12:20:00 AM,CLUZ,03STA-RI_G03,G,En,6870.10,
5/4/2026 12:15:00 AM,RTD,5/4/2026 12:20:00 AM,CLUZ,03STA-RI_G04,G,En,6870.10,
5/4/2026 12:15:00 AM,RTD,5/4/2026 12:20:00 AM,CMIN,14SARANG_U02,G,En,3720,
5/4/2026 12:20:00 AM,RTD,5/4/2026 12:25:00 AM,CLUZ,01BAUANG_GS1,G,En,12161.73,
5/4/2026 12:20:00 AM,RTD,5/4/2026 12:25:00 AM,CLUZ,03STA-RI_G02,G,En,6870.10,
5/4/2026 12:20:00 AM,RTD,5/4/2026 12:25:00 AM,CLUZ,03STA-RI_G03,G,En,6870.10,
5/4/2026 12:20:00 AM,RTD,5/4/2026 12:25:00 AM,CLUZ,03STA-RI_G04,G,En,6870.10,
5/4/2026 12:20:00 AM,RTD,5/4/2026 12:25:00 AM,CMIN,10GNPK_U03,G,En,3500,
5/4/2026 12:20:00 AM,RTD,5/4/2026 12:25:00 AM,CMIN,10GNPK_U04,G,En,3500,
5/4/2026 12:25:00 AM,RTD,5/4/2026 12:30:00 AM,CLUZ,03STA-RI_G02,G,En,6870.10,
5/4/2026 12:25:00 AM,RTD,5/4/2026 12:30:00 AM,CLUZ,03STA-RI_G03,G,En,6870.10,
5/4/2026 12:25:00 AM,RTD,5/4/2026 12:30:00 AM,CLUZ,03STA-RI_G04,G,En,6870.10,
5/4/2026 12:30:00 AM,RTD,5/4/2026 12:35:00 AM,CLUZ,03STA-RI_G02,G,En,6870.10,
5/4/2026 12:30:00 AM,RTD,5/4/2026 12:35:00 AM,CLUZ,03STA-RI_G03,G,En,6870.10,
5/4/2026 12:30:00 AM,RTD,5/4/2026 12:35:00 AM,CLUZ,03STA-RI_G04,G,En,6870.10,
5/4/2026 12:30:00 AM,RTD,5/4/2026 12:35:00 AM,CMIN,14SARANG_U01,G,En,3797,
5/4/2026 12:35:00 AM,RTD,5/4/2026 12:40:00 AM,CLUZ,03STA-RI_G05,G,En,6949.30,
5/4/2026 12:35:00 AM,RTD,5/4/2026 12:40:00 AM,CLUZ,03STA-RI_G06,G,En,6949.30,
5/4/2026 12:35:00 AM,RTD,5/4/2026 12:40:00 AM,CMIN,10GNPK_U03,G,En,3026,
5/4/2026 12:35:00 AM,RTD,5/4/2026 12:40:00 AM,CMIN,10GNPK_U04,G,En,3026,
5/4/2026 12:40:00 AM,RTD,5/4/2026 12:45:00 AM,CLUZ,03STA-RI_G05,G,En,6949.30,
5/4/2026 12:40:00 AM,RTD,5/4/2026 12:45:00 AM,CLUZ,03STA-RI_G06,G,En,6949.30,
5/4/2026 12:40:00 AM,RTD,5/4/2026 12:45:00 AM,CMIN,11STEAG_U01,G,En,3072.50,
