RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,COMMODITY_TYPE,MARGINAL_PRICE,
5/16/2026,RTD,5/16/2026 12:05:00 AM,CLUZ,01LIMAY_U04,G,En,32000.0009,
5/16/2026,RTD,5/16/2026 12:05:00 AM,CMIN,14SARANG_U01,G,En,3935,
5/16/2026 12:05:00 AM,RTD,5/16/2026 12:10:00 AM,CVIS,06SONEG_BAT,G,En,32000,
5/16/2026 12:05:00 AM,RTD,5/16/2026 12:10:00 AM,CMIN,14SARANG_U01,G,En,3935,
5/16/2026 12:10:00 AM,RTD,5/16/2026 12:15:00 AM,CVIS,06KABAN_BAT,G,En,32000,
5/16/2026 12:10:00 AM,RTD,5/16/2026 12:15:00 AM,CMIN,10GNPK_U01,G,En,3500,
5/16/2026 12:10:00 AM,RTD,5/16/2026 12:15:00 AM,CMIN,10GNPK_U02,G,En,3500,
5/16/2026 12:10:00 AM,RTD,5/16/2026 12:15:00 AM,CMIN,10GNPK_U03,G,En,3500,
5/16/2026 12:10:00 AM,RTD,5/16/2026 12:15:00 AM,CMIN,10GNPK_U04,G,En,3500,
5/16/2026 12:15:00 AM,RTD,5/16/2026 12:20:00 AM,CVIS,08NABASDPP_U01,G,En,19088.50,
5/16/2026 12:15:00 AM,RTD,5/16/2026 12:20:00 AM,CVIS,08NABASDPP_U02,G,En,19088.50,
5/16/2026 12:15:00 AM,RTD,5/16/2026 12:20:00 AM,CMIN,10GNPK_U01,G,En,4500,
5/16/2026 12:15:00 AM,RTD,5/16/2026 12:20:00 AM,CMIN,10GNPK_U02,G,En,4500,
5/16/2026 12:15:00 AM,RTD,5/16/2026 12:20:00 AM,CMIN,10GNPK_U03,G,En,4500,
5/16/2026 12:15:00 AM,RTD,5/16/2026 12:20:00 AM,CMIN,10GNPK_U04,G,En,4500,
5/16/2026 12:20:00 AM,RTD,5/16/2026 12:25:00 AM,CLUZ,01LIMAY_U05,G,En,20000.08,
5/16/2026 12:20:00 AM,RTD,5/16/2026 12:25:00 AM,CLUZ,01LIMAY_U06,G,En,20000.08,
5/16/2026 12:20:00 AM,RTD,5/16/2026 12:25:00 AM,CLUZ,01LIMAY_U07,G,En,20000.08,
5/16/2026 12:20:00 AM,RTD,5/16/2026 12:25:00 AM,CVIS,05CARMENDPP_U01,G,En,20803.60,
5/16/2026 12:20:00 AM,RTD,5/16/2026 12:25:00 AM,CVIS,05CARMENDPP_U02,G,En,20803.60,
5/16/2026 12:20:00 AM,RTD,5/16/2026 12:25:00 AM,CVIS,05CARMENDPP_U03,G,En,20803.60,
5/16/2026 12:20:00 AM,RTD,5/16/2026 12:25:00 AM,CMIN,11FDC_U01,G,En,3258.40,
5/16/2026 12:20:00 AM,RTD,5/16/2026 12:25:00 AM,CMIN,11FDC_U02,G,En,3258.40,
5/16/2026 12:20:00 AM,RTD,5/16/2026 12:25:00 AM,CMIN,11FDC_U03,G,En,3258.40,
5/16/2026 12:25:00 AM,RTD,5/16/2026 12:30:00 AM,CVIS,06KABAN_BAT,G,En,32000,
5/16/2026 12:25:00 AM,RTD,5/16/2026 12:30:00 AM,CMIN,10GNPK_U01,G,En,3500,
5/16/2026 12:25:00 AM,RTD,5/16/2026 12:30:00 AM,CMIN,10GNPK_U02,G,En,3500,
5/16/2026 12:25:00 AM,RTD,5/16/2026 12:30:00 AM,CMIN,10GNPK_U03,G,En,3500,
5/16/2026 12:25:00 AM,RTD,5/16/2026 12:30:00 AM,CMIN,10GNPK_U04,G,En,3500,
5/16/2026 12:30:00 AM,RTD,5/16/2026 12:35:00 AM,CLUZ,01LIMAY_U07,G,En,20000.08,
5/16/2026 12:30:00 AM,RTD,5/16/2026 12:35:00 AM,CMIN,11FDC_U01,G,En,3258.40,
5/16/2026 12:30:00 AM,RTD,5/16/2026 12:35:00 AM,CMIN,11FDC_U02,G,En,3258.40,
5/16/2026 12:30:00 AM,RTD,5/16/2026 12:35:00 AM,CMIN,11FDC_U03,G,En,3258.40,
5/16/2026 12:35:00 AM,RTD,5/16/2026 12:40:00 AM,CMIN,11FDC_U01,G,En,3258.40,
5/16/2026 12:35:00 AM,RTD,5/16/2026 12:40:00 AM,CMIN,11FDC_U02,G,En,3258.40,
5/16/2026 12:35:00 AM,RTD,5/16/2026 12:40:00 AM,CMIN,11FDC_U03,G,En,3258.40,
5/16/2026 12:40:00 AM,RTD,5/16/2026 12:45:00 AM,CLUZ,03STA-RI_G01,G,En,6860.80,
5/16/2026 12:40:00 AM,RTD,5/16/2026 12:45:00 AM,CMIN,11FDC_U01,G,En,3253.40,
5/16/2026 12:40:00 AM,RTD,5/16/2026 12:45:00 AM,CMIN,11FDC_U02,G,En,3253.40,
5/16/2026 12:40:00 AM,RTD,5/16/2026 12:45:00 AM,CMIN,11FDC_U03,G,En,3253.40,
5/16/2026 12:45:00 AM,RTD,5/16/2026 12:50:00 AM,CLUZ,03STA-RI_G01,G,En,6860.80,
5/16/2026 12:45:00 AM,RTD,5/16/2026 12:50:00 AM,CMIN,11FDC_U01,G,En,3253.40,
5/16/2026 12:45:00 AM,RTD,5/16/2026 12:50:00 AM,CMIN,11FDC_U02,G,En,3253.40,
5/16/2026 12:45:00 AM,RTD,5/16/2026 12:50:00 AM,CMIN,11FDC_U03,G,En,3253.40,
5/16/2026 12:50:00 AM,RTD,5/16/2026 12:55:00 AM,CLUZ,03STA-RI_G02,G,En,6860.80,
5/16/2026 12:50:00 AM,RTD,5/16/2026 12:55:00 AM,CLUZ,03STA-RI_G03,G,En,6860.80,
5/16/2026 12:50:00 AM,RTD,5/16/2026 12:55:00 AM,CLUZ,03STA-RI_G04,G,En,6860.80,
