RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,COMMODITY_TYPE,MARGINAL_PRICE,
9/2/2026,RTD,9/2/2026 12:05:00 AM,CLUZ,01SUAL_G02,G,En,3400.08,
9/2/2026,RTD,9/2/2026 12:05:00 AM,CMIN,11KEGMAR_G01,G,En,31999,
9/2/2026 12:05:00 AM,RTD,9/2/2026 12:10:00 AM,CLUZ,01MPGC_U03,G,En,3200,
9/2/2026 12:10:00 AM,RTD,9/2/2026 12:15:00 AM,CMIN,14PKPSOC_G01,G,En,32000,
9/2/2026 12:15:00 AM,RTD,9/2/2026 12:20:00 AM,CLUZ,01SUAL_G01,G,En,3200.08,
9/2/2026 12:15:00 AM,RTD,9/2/2026 12:20:00 AM,CMIN,13MPCDIG_G01,G,En,32000,
9/2/2026 12:20:00 AM,RTD,9/2/2026 12:25:00 AM,CLUZ,01MPGC_U02,G,En,3200,
9/2/2026 12:20:00 AM,RTD,9/2/2026 12:25:00 AM,CLUZ,01MPGC_U03,G,En,3200,
9/2/2026 12:20:00 AM,RTD,9/2/2026 12:25:00 AM,CLUZ,01MPGC_U04,G,En,3200,
9/2/2026 12:20:00 AM,RTD,9/2/2026 12:25:00 AM,CMIN,12TM2_U02,G,En,32000,
9/2/2026 12:25:00 AM,RTD,9/2/2026 12:30:00 AM,CLUZ,03PAGBIL_G03,G,En,2867.60,
9/2/2026 12:25:00 AM,RTD,9/2/2026 12:30:00 AM,CMIN,13MPCDIG_G01,G,En,32000,
9/2/2026 12:30:00 AM,RTD,9/2/2026 12:35:00 AM,CLUZ,03SBPL_G01,G,En,3684.50,
9/2/2026 12:30:00 AM,RTD,9/2/2026 12:35:00 AM,CMIN,12NACSUR_G01,G,En,32000,
9/2/2026 12:35:00 AM,RTD,9/2/2026 12:40:00 AM,CLUZ,01MARVEL_G02,G,En,3382.60,
9/2/2026 12:35:00 AM,RTD,9/2/2026 12:40:00 AM,CMIN,12NACSUR_G01,G,En,32000.0012,
9/2/2026 12:40:00 AM,RTD,9/2/2026 12:45:00 AM,CLUZ,01GNPD_U01,G,En,2754.20,
9/2/2026 12:40:00 AM,RTD,9/2/2026 12:45:00 AM,CMIN,12PKSFRA_U01,G,En,31999.9988,
9/2/2026 12:40:00 AM,RTD,9/2/2026 12:45:00 AM,CMIN,12PKSFRA_U02,G,En,31999.9988,
9/2/2026 12:45:00 AM,RTD,9/2/2026 12:50:00 AM,CLUZ,03PAGBIL_G03,G,En,2867.60,
9/2/2026 12:45:00 AM,RTD,9/2/2026 12:50:00 AM,CMIN,12PKSFRA_U01,G,En,32000,
9/2/2026 12:45:00 AM,RTD,9/2/2026 12:50:00 AM,CMIN,12PKSFRA_U02,G,En,32000,
9/2/2026 12:50:00 AM,RTD,9/2/2026 12:55:00 AM,CLUZ,01MARVEL_G02,G,En,3382.60,
9/2/2026 12:50:00 AM,RTD,9/2/2026 12:55:00 AM,CMIN,12PKSFRA_U01,G,En,32000,
