RUN_TIME,ADV_ID,ADV_SDATE,ADV_TRAN_TYPE,ADV_TEXT_MESSAGE,
6/27/2026 11:30:18 PM,V233018,6/27/2026 11:29:41 PM,0,Visayas Grid-06/27/2026 23:30: Daanbantayan-Tabango 230kV SC Line 1 de-energized at 2328H (Planned Outage)  [WEBSMS],
6/27/2026 10:51:45 PM,L225145,6/27/2026 10:51:08 PM,0,Luzon Grid-06/27/2026 22:51: Balingueo-Sta. Barbara 1 Solar 69kV Line 1 (CO) restored at 2251H (Planned Outage)  [WEBSMS],
6/27/2026 10:42:31 PM,V224231,6/27/2026 10:41:54 PM,0,Visayas Grid-06/27/2026 22:43: Ubay 138kV Bus 1 & 2 looped at 2241H (Planned Outage)  [WEBSMS],
6/27/2026 10:41:47 PM,L224147,6/27/2026 10:41:09 PM,0,[NSO Advisory] Luzon Grid-06/27/2026 22:41: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 2227H with power going to Luzon.  [WEBSMS],
6/27/2026 10:40:59 PM,V224059,6/27/2026 10:40:22 PM,0,[NSO Advisory] Visayas Grid-06/27/2026 22:41: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 2227H with power going to Luzon.  [WEBSMS],
6/27/2026 10:39:28 PM,L223928,6/27/2026 10:38:50 PM,0,[NSO Advisory] Luzon Grid-06/27/2026 22:39: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 2217H from reverse power direction.  [WEBSMS],
6/27/2026 10:39:13 PM,V223913,6/27/2026 10:38:36 PM,0,[NSO Advisory] Visayas Grid-06/27/2026 22:39: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 2217H from reverse power direction.  [WEBSMS],
6/27/2026 8:05:33 PM,V200533,6/27/2026 8:04:56 PM,0,[NSO Advisory] Visayas Grid-06/27/2026 20:06: Update on System Advisory: The Visayas Grid Yellow Alert Notice issued today has been lifted effective 1954H  [WEBSMS],
6/27/2026 7:59:44 PM,L195944,6/27/2026 7:59:07 PM,0,Luzon Grid-06/27/2026 19:59: Bayombong-Santiago 230kV L1 tripped/reclosed  at 1952H (Unplanned Outage)  [WEBSMS],
6/27/2026 7:06:47 PM,L190647,6/27/2026 7:06:10 PM,0,Luzon Grid-06/27/2026 19:06: Balingueo-Sta. Barbara 1 Solar 69kV Line 1 (CO) de-energized at 1906H (Planned Outage)  [WEBSMS],
