RUN_TIME,ADV_ID,ADV_SDATE,ADV_TRAN_TYPE,ADV_TEXT_MESSAGE,
7/5/2026 10:55:31 PM,L225531,7/5/2026 10:55:28 PM,0,Luzon Grid-07/05/2026 22:55: San Jose-Hermosa 230kV Line de-energized at 2254H (Planned Outage)  [WEBSMS],
7/5/2026 10:47:54 PM,L224754,7/5/2026 10:47:51 PM,0,Luzon Grid-07/05/2026 22:48: San Jose SS 300MVA T01 de-energized at 2247H (Planned Outage)  [WEBSMS],
7/5/2026 10:02:06 PM,L220206,7/5/2026 10:02:03 PM,0,Luzon Grid-07/05/2026 22:02: Tuy-Lumbangan 69kV Line and Tuy-Luntal 69kV Line restored at 2142H and 1958H, respectively (Planned Outage).  [WEBSMS],
7/5/2026 8:19:22 PM,M201922,7/5/2026 8:19:19 PM,0,Mindanao Grid-07/05/2026 20:19: Maco BESS online at 2005H (Planned Outage)  [WEBSMS],
7/5/2026 8:16:43 PM,L201643,7/5/2026 8:16:40 PM,0,Luzon Grid-07/05/2026 20:16: Concepcion-Mexico 230kV Line 2 protection was commissioned at 2000H.  [WEBSMS],
7/5/2026 8:10:15 PM,L201015,7/5/2026 8:10:12 PM,0,Luzon Grid-07/05/2026 20:10: Tuy-Lumbangan Solar 69kV Line and Tuy SS 300MVA T02 restored  at 1958H, and 1955H, respectively (Planned Outage)  [WEBSMS],
7/5/2026 8:00:53 PM,L200053,7/5/2026 8:00:51 PM,0,Luzon Grid-07/05/2026 20:01: Tuy-Lumbangan Solar 69kV Line and Tuy SS 300MVA T02 restored  at 1858H, and 1955H, respectively. at 1955H (Planned Outage)  [WEBSMS],
7/5/2026 7:38:01 PM,L193801,7/5/2026 7:37:58 PM,0,Luzon Grid-07/05/2026 19:38: Concepcion-Mexico 230kV Line 2 loop at 1932H (on commisioning)  [WEBSMS],
7/5/2026 7:36:05 PM,M193605,7/5/2026 7:36:02 PM,0,Mindanao Grid-07/05/2026 19:36: Maco SS 100MVA Transformer No. 1 energized at 1934H. (Planned Outage)  [WEBSMS],
7/5/2026 6:58:36 PM,L185836,7/5/2026 6:58:33 PM,0,Luzon Grid-07/05/2026 18:58: Dasmarinas-MEC-Rosario 115kV Line energized at 1858H (Planned Outage)  [WEBSMS],
7/5/2026 6:25:57 PM,L182557,7/5/2026 6:25:54 PM,0,Luzon Grid-07/05/2026 18:26: Concepcion SS 230kV Bus 1 restored at 1825H (Planned Outage)  [WEBSMS],
7/5/2026 6:09:59 PM,L180959,7/5/2026 6:09:56 PM,0,Luzon Grid-07/05/2026 18:10: BCCPP SS 230kV Bus 1 restored at 1808H (Planned Outage)  [WEBSMS],
7/5/2026 6:05:15 PM,M180515,7/5/2026 6:05:12 PM,0,Mindanao Grid-07/05/2026 18:05: Maco - Maco BESS 69kV  line energized at 1752H. (Planned Outage)  [WEBSMS],
7/5/2026 5:51:44 PM,M175144,7/5/2026 5:51:41 PM,0,[NSO Advisory] Mindanao Grid-07/05/2026 17:51: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=3204MW, PK=2279MW, RR=79MW, NetOpMargin: EVE=846 Highest Unit O/L: TSI 1 @151.4MW Derated Plant: MCC @100MW, MA1 @47MW, MA2 @38MW, GNPK 2 @125MW [WEBSMS],
7/5/2026 5:50:08 PM,L175008,7/5/2026 5:50:06 PM,0,Luzon Grid-07/05/2026 17:50: San Juan-Lumban 230kV Line 1 restored at 1748H (Planned Outage)  [WEBSMS],
7/5/2026 5:49:37 PM,V174937,7/5/2026 5:49:34 PM,0,[NSO Advisory] Visayas Grid-07/05/2026 17:50: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2671MW, PK=2344MW, RR=40MW, NetOpMargin: EVE=288 Highest Unit O/L: PEDC 3 @150MW Derated Plant: TGPP @102.5MW, LEYTE A @318MW [WEBSMS],
7/5/2026 5:48:50 PM,L174850,7/5/2026 5:48:47 PM,0,[NSO Advisory] Luzon Grid-07/05/2026 17:48: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=14246MW, PK=11442MW, RR=80MW, NetOpMargin: EVE=2724 Highest Unit O/L: GNPD 1&2 @668MW Derated Plant: MSLC1 @295MW, MSLC2 @230MW, MSLC3 @290MW, PBL3 @335MW, SLTEC 1 @117MW, SLTEC 2 @115MW, SUAL 2 @520MW [WEBSMS],
7/5/2026 5:48:48 PM,L174848,7/5/2026 5:48:46 PM,0,Luzon Grid-07/05/2026 17:48: Limay-BCCPP 230kV Line 2 restored at 1748H (Planned Outage).  [WEBSMS],
7/5/2026 4:34:32 PM,M163432,7/5/2026 4:34:30 PM,0,Mindanao Grid-07/05/2026 16:34: Agus 1 Unit 2 HEP online at 1632H. (Planned Outage)  [WEBSMS],
