RUN_TIME,ADV_ID,ADV_SDATE,ADV_TRAN_TYPE,ADV_TEXT_MESSAGE,
4/12/2026 9:44:34 PM,M214434,4/12/2026 9:44:35 PM,0,Mindanao Grid-04/12/2026 21:44: Maco SS 100MVA Power Transformer No. 1 energized at 2141H. (Planned Outage)  [WEBSMS],
4/12/2026 8:32:51 PM,V203251,4/12/2026 8:32:51 PM,0,Visayas Grid-04/12/2026 20:34: Mandaue GIS New 138/69 kV 100 MVA TR3 energized for soaking at 2031H (Under test and commissioning)  [WEBSMS],
4/12/2026 6:53:56 PM,L185356,4/12/2026 6:53:56 PM,0,Luzon Grid-04/12/2026 18:54: Dasmarinas-MEC-Rosario 115kV Line restored at 1852H (Planned Outage)  [WEBSMS],
4/12/2026 6:50:22 PM,L185022,4/12/2026 6:50:23 PM,0,[NSO Update] Luzon Grid-04/12/2026 18:50: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=15238MW, PK=11014MW, RR=40MW, NetOpMargin: EVE=4184 Highest Unit O/L: GNPD 1&2 @668MW Derated Plant: MSLC1 @210MW, MSLC3 @275MW, PBL3 @330MW, SCPC @110MW, SCPC 2 @110MW, SCPC 3 @130MW, SUAL 1 @270MW [WEBSMS],
4/12/2026 6:38:04 PM,M183804,4/12/2026 6:38:05 PM,0,Mindanao Grid-04/12/2026 18:38: Butuan SS 100MVA Power Transformer No. 2 energized at 1836H. (Planned Outage)  [WEBSMS],
4/12/2026 6:29:30 PM,L182930,4/12/2026 6:29:31 PM,0,[NSO Update] Luzon Grid-04/12/2026 18:29: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 1824H with power going to Visayas.  [WEBSMS],
4/12/2026 6:28:14 PM,V182814,4/12/2026 6:28:14 PM,0,[NSO Update] Visayas Grid-04/12/2026 18:29: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 1824H with power going to Visayas.  [WEBSMS],
4/12/2026 6:27:33 PM,L182733,4/12/2026 6:27:34 PM,0,[NSO Update] Luzon Grid-04/12/2026 18:27: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 1814H from forward power direction.  [WEBSMS],
4/12/2026 6:27:01 PM,V182701,4/12/2026 6:27:01 PM,0,[NSO Update] Visayas Grid-04/12/2026 18:28: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 1814H from forward power direction.  [WEBSMS],
4/12/2026 6:13:46 PM,M181346,4/12/2026 6:13:47 PM,0,Mindanao Grid-04/12/2026 18:13: Maco - Maco BESS 69kV Line energized at 1807H. (Planned Outage)  [WEBSMS],
4/12/2026 6:07:44 PM,V180744,4/12/2026 6:07:44 PM,0,Visayas Grid-04/12/2026 18:09: Ormoc-Tongonan 138kV Line energized at 1807H (Planned Outage)  [WEBSMS],
4/12/2026 6:01:15 PM,M180115,4/12/2026 6:01:16 PM,0,Mindanao Grid-04/12/2026 18:01: Maco SS 100MVA Power Transformer No. 3 energized at 1759H. (Planned Outage)  [WEBSMS],
4/12/2026 5:59:20 PM,M175920,4/12/2026 5:59:21 PM,0,[NSO Update] Mindanao Grid-04/12/2026 17:59: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=3358MW, PK=2112MW, RR=38MW, NetOpMargin: EVE=1209 Highest Unit O/L: TSI 1 @151.4MW Derated Plant: MA1 @48MW, MA2 @43MW, GNPK 2 @125MW [WEBSMS],
4/12/2026 5:58:16 PM,V175816,4/12/2026 5:58:17 PM,0,[NSO Update] Visayas Grid-04/12/2026 17:59: GRID UPDATE AS OF 6:00 PM System Condition: NORMAL CAP=2643MW, PK=2195MW, RR=40MW, NetOpMargin: EVE=408 Highest Unit O/L: PEDC 3 @150MW Derated Plant: TGPP @79.5MW, LEYTE A @363MW [WEBSMS],
4/12/2026 5:52:16 PM,L175216,4/12/2026 5:52:17 PM,0,Luzon Grid-04/12/2026 17:52: Quezon-San Jose 230kV Line 1 restored at 1751H (Planned Outage)  [WEBSMS],
4/12/2026 5:43:40 PM,L174340,4/12/2026 5:43:41 PM,0,Luzon Grid-04/12/2026 17:43: Limay SS 230kV Bus 2 restored at 1742H (Planned Outage)  [WEBSMS],
4/12/2026 5:40:13 PM,M174013,4/12/2026 5:40:14 PM,0,Mindanao Grid-04/12/2026 17:40: Maco SS 100MVA Power Transformer No. 2 energized at 1739H. (Planned Outage)  [WEBSMS],
4/12/2026 5:31:19 PM,L173119,4/12/2026 5:31:20 PM,0,Luzon Grid-04/12/2026 17:31: Daraga SS 230kV Bus 2 restored at 1729H (Planned Outage)  [WEBSMS],
