RUN_TIME,ADV_ID,ADV_SDATE,ADV_TRAN_TYPE,ADV_TEXT_MESSAGE,
4/21/2026 10:23:03 PM,V222303,4/21/2026 10:22:31 PM,0,Visayas Grid-04/21/2026 22:23: Leyte A - Mahanagdong U3 emergency shutdown at 2213H (Unplanned Outage)  [WEBSMS],
4/21/2026 9:20:49 PM,L212049,4/21/2026 9:20:17 PM,0,[NSO Update] Luzon Grid-04/21/2026 21:20: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 2117H with power going to Luzon  [WEBSMS],
4/21/2026 9:19:14 PM,V211914,4/21/2026 9:18:42 PM,0,[NSO Update] Visayas Grid-04/21/2026 21:19: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 2117H with power going to Luzon  [WEBSMS],
4/21/2026 9:18:47 PM,L211847,4/21/2026 9:18:14 PM,0,[NSO Update] Luzon Grid-04/21/2026 21:18: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 2104H from reverse power direction as per RTD  [WEBSMS],
4/21/2026 9:18:16 PM,V211816,4/21/2026 9:17:44 PM,0,[NSO Update] Visayas Grid-04/21/2026 21:18: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 2104H from reverse power direction as per RTD  [WEBSMS],
4/21/2026 7:13:39 PM,V191339,4/21/2026 7:13:07 PM,0,[NSO Update] Visayas Grid-04/21/2026 19:14: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 1836H with power going to Visayas  [WEBSMS],
4/21/2026 7:13:27 PM,L191327,4/21/2026 7:12:55 PM,0,[NSO Update] Luzon Grid-04/21/2026 19:13: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 1836H with power going to Visayas  [WEBSMS],
4/21/2026 7:02:10 PM,L190210,4/21/2026 7:01:38 PM,0,[NSO Update] Luzon Grid-04/21/2026 19:02: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 1821H from forward power direction  [WEBSMS],
4/21/2026 6:59:35 PM,V185935,4/21/2026 6:59:03 PM,0,[NSO Update] Visayas Grid-04/21/2026 18:59: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 1821H from forward power direction  [WEBSMS],
4/21/2026 6:25:52 PM,V182552,4/21/2026 6:25:20 PM,0,Visayas Grid-04/21/2026 18:26: Ubay SS 138 kV Bus 1 and Bus 2 unlooped at 1825H  [WEBSMS],
4/21/2026 6:18:47 PM,V181847,4/21/2026 6:18:15 PM,0,Visayas Grid-04/21/2026 18:19: Tabango-Kananga 230 kV Line 1 energized at 1817H (Planned Outage)  [WEBSMS],
