RUN_TIME,ADV_ID,ADV_SDATE,ADV_TRAN_TYPE,ADV_TEXT_MESSAGE,
7/21/2026 11:57:54 PM,L235754,7/21/2026 11:57:42 PM,0,Luzon Grid-07/21/2026 23:57: San Gabriel shutdown at 2351H (Reserve Shutdown)  [WEBSMS],
7/21/2026 11:10:29 PM,L231029,7/21/2026 11:10:16 PM,0,Luzon Grid-07/21/2026 23:10: Dasmarinas-TMC 115kV Line  de-energized at 2310H (Unplanned Outage)  [WEBSMS],
7/21/2026 10:25:18 PM,V222518,7/21/2026 10:25:06 PM,0,[NSO Advisory] Visayas Grid-07/21/2026 22:26: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 2209H with power going to Luzon.  [WEBSMS],
7/21/2026 10:25:05 PM,L222505,7/21/2026 10:24:53 PM,0,[NSO Advisory] Luzon Grid-07/21/2026 22:25: Ormoc-Naga 350kV HVDC (Visayas-Luzon) de-blocked at 2209H with power going to Luzon.  [WEBSMS],
7/21/2026 10:17:12 PM,V221712,7/21/2026 10:16:59 PM,0,[NSO Advisory] Visayas Grid-07/21/2026 22:18: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 2159H from reverse power direction as per RTD.  [WEBSMS],
7/21/2026 10:17:00 PM,L221700,7/21/2026 10:16:47 PM,0,[NSO Advisory] Luzon Grid-07/21/2026 22:17: Ormoc-Naga 350kV HVDC (Visayas-Luzon) blocked at 2159H from reverse power direction as per RTD.  [WEBSMS],
7/21/2026 9:53:33 PM,L215333,7/21/2026 9:53:20 PM,0,Luzon Grid-07/21/2026 21:53: Tuy-Lumbangan 69kV Line (CO) restored at 2152H (Planned Outage)  [WEBSMS],
7/21/2026 9:03:56 PM,L210356,7/21/2026 9:03:44 PM,0,Luzon Grid-07/21/2026 21:03: Lal-lo-Cagayan North Solar 69kV L2 looped at 2058H, unlooped at1823H at Cagayan North (Unplanned Outage).  [WEBSMS],
7/21/2026 8:02:55 PM,L200255,7/21/2026 8:02:42 PM,0,Luzon Grid-07/21/2026 20:02: Ambuklao-Ambuklao HEPP 230kV Tie Line tripped at 1743H and restored 1953H (Unplanned Outage)  [WEBSMS],
7/21/2026 7:12:37 PM,L191237,7/21/2026 7:12:25 PM,0,Luzon Grid-07/21/2026 19:12: Bolo 600MVA T02 restored at 1902H (Unplanned Outage)  [WEBSMS],
