RUN_TIME,MKT_TYPE,TIME_INTERVAL,CONGEST_TYPE,RUN_TYPE,EQUIPMENT_NAME,STATION_NAME,VOLTAGE_LEVEL,BINDING_LIMIT,MW_FLOW,OVERLOAD_MW,PCT_MW,
7/29/2026,DAP,7/29/2026 1:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026,DAP,7/29/2026 2:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026,DAP,7/29/2026 3:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026,DAP,7/29/2026 4:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026,DAP,7/29/2026 5:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026,DAP,7/29/2026 6:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026,DAP,7/29/2026 7:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026,DAP,7/29/2026 8:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026,DAP,7/29/2026 9:00:00 AM,BASE CASE,SCHED_RUN,5DAAN_4TAB1,04TABANG,230,194.1794,194.1794,0,100,
7/29/2026,DAP,7/29/2026 9:00:00 AM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,225.2924,242.2991,17.0067,107.55,
7/29/2026,DAP,7/29/2026 10:00:00 AM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,224.8903,237.3414,12.4511,105.54,
7/29/2026,DAP,7/29/2026 11:00:00 AM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,224.9513,238.2614,13.3101,105.92,
7/29/2026,DAP,7/29/2026 12:00:00 PM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,225.4966,232.1023,6.6057,102.93,
7/29/2026,DAP,7/29/2026 1:00:00 PM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,224.7601,229.0227,4.2626,101.90,
7/29/2026,DAP,7/29/2026 10:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,593.2884,593.2884,0,100,
7/29/2026,DAP,7/29/2026 11:00:00 PM,CONTINGENCY,SCHED_RUN,1EHVNGS_TR2,01EHVNAG,230,594.0027,594.0027,0,100,
7/29/2026,DAP,7/30/2026,CONTINGENCY,SCHED_RUN,1EHVNGS_TR1,01EHVNAG,230,593.5897,593.5897,0,100,
7/29/2026 1:00:00 AM,DAP,7/29/2026 2:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026 1:00:00 AM,DAP,7/29/2026 3:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026 1:00:00 AM,DAP,7/29/2026 4:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026 1:00:00 AM,DAP,7/29/2026 5:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
7/29/2026 1:00:00 AM,DAP,7/29/2026 6:00:00 AM,BASE CASE,SCHED_RUN,5DAAN_4TAB2,05DAANBN,230,227.6250,236.4269,8.8019,103.87,
7/29/2026 1:00:00 AM,DAP,7/29/2026 6:00:00 AM,BASE CASE,SCHED_RUN,DASMA_CORR,DASMA_CO,,1300,1300,0,100,
